address,year,day,length,weight,count,looped,neighbors,income,label,class,dataset_source
WannaCry_000026,2017,113,26,12.0824521440187,181,11,12,19.948244047265696,WannaCry,1,bitcoinheist_synthetic
WannaCry_000027,2018,68,34,5.500577872533334,762,0,42,35.85548056821893,WannaCry,1,bitcoinheist_synthetic
WannaCry_000028,2019,156,33,4.26111812300409,90,14,68,11.835104733117475,WannaCry,1,bitcoinheist_synthetic
WannaCry_000029,2017,303,30,1.0651564784208691,196,42,72,12.57682440813902,WannaCry,1,bitcoinheist_synthetic
WannaCry_000030,2017,254,28,6.013968485727838,620,11,68,7.24449893033575,WannaCry,1,bitcoinheist_synthetic
WannaCry_000031,2016,11,34,4.828918403358593,966,23,93,24.461357317414546,WannaCry,1,bitcoinheist_synthetic
WannaCry_000032,2018,293,27,1.4758116496981202,958,16,42,26.0742184532835,WannaCry,1,bitcoinheist_synthetic
WannaCry_000033,2018,205,26,11.799880419489178,535,33,36,3.552106296652729,WannaCry,1,bitcoinheist_synthetic
WannaCry_000034,2018,174,29,3.0934263946909994,671,23,58,19.86448207458861,WannaCry,1,bitcoinheist_synthetic
WannaCry_000035,2016,231,34,5.397858119088768,498,28,21,3.822516431730511,WannaCry,1,bitcoinheist_synthetic
WannaCry_000036,2017,166,28,0.8075334575556947,696,28,14,32.240377324960654,WannaCry,1,bitcoinheist_synthetic
WannaCry_000037,2016,324,28,2.77334160092737,361,34,86,16.995447082648024,WannaCry,1,bitcoinheist_synthetic
WannaCry_000038,2018,145,29,0.5012243585654798,61,27,78,1.6903898930180594,WannaCry,1,bitcoinheist_synthetic
WannaCry_000039,2016,38,31,0.5161128736672708,778,1,66,15.281546262398125,WannaCry,1,bitcoinheist_synthetic
WannaCry_000040,2017,147,34,5.197566358075018,446,25,49,16.57282780036581,WannaCry,1,bitcoinheist_synthetic
WannaCry_000041,2019,206,32,3.570063119096751,749,6,81,30.71756597649405,WannaCry,1,bitcoinheist_synthetic
WannaCry_000042,2016,221,30,4.316332613041688,822,26,46,11.810490309123265,WannaCry,1,bitcoinheist_synthetic
WannaCry_000043,2019,235,33,3.69298120106994,805,27,71,27.615817705504373,WannaCry,1,bitcoinheist_synthetic
WannaCry_000044,2016,64,32,2.822483862505853,700,30,89,0.6341684098066183,WannaCry,1,bitcoinheist_synthetic
WannaCry_000045,2018,48,34,1.9373548246249732,107,9,76,6.045015806652113,WannaCry,1,bitcoinheist_synthetic
WannaCry_000046,2018,103,26,16.70796527651279,777,27,19,6.517273203831223,WannaCry,1,bitcoinheist_synthetic
WannaCry_000047,2019,4,26,1.5947632280673962,443,5,75,21.28209633682563,WannaCry,1,bitcoinheist_synthetic
WannaCry_000048,2017,337,33,13.18270595898365,514,24,52,3.8519737784137154,WannaCry,1,bitcoinheist_synthetic
WannaCry_000049,2019,337,32,14.00506444123482,405,34,88,28.197183820478465,WannaCry,1,bitcoinheist_synthetic
WannaCry_000050,2017,28,26,17.7285587659386,704,35,13,9.220140398306693,WannaCry,1,bitcoinheist_synthetic
WannaCry_000051,2019,361,34,3.4391518977607256,248,37,13,55.10774578189158,WannaCry,1,bitcoinheist_synthetic
WannaCry_000052,2018,191,33,2.8846384713428352,393,41,52,13.913588094362003,WannaCry,1,bitcoinheist_synthetic
WannaCry_000053,2019,329,29,0.35830133674696185,364,36,64,17.003520915729805,WannaCry,1,bitcoinheist_synthetic
WannaCry_000054,2019,8,32,3.959296683382083,184,17,29,10.611094335519448,WannaCry,1,bitcoinheist_synthetic
WannaCry_000055,2019,148,30,0.12464641167035252,169,11,17,27.258563761196978,WannaCry,1,bitcoinheist_synthetic
WannaCry_000056,2018,177,29,2.1037078017029325,153,35,51,3.6356467089629656,WannaCry,1,bitcoinheist_synthetic
WannaCry_000057,2019,215,30,2.3030381484586355,214,19,76,73.41262408564012,WannaCry,1,bitcoinheist_synthetic
WannaCry_000058,2018,83,26,1.7253349183639763,595,14,99,16.518658201422262,WannaCry,1,bitcoinheist_synthetic
WannaCry_000059,2018,282,28,1.537812574613535,693,45,84,61.21878567434602,WannaCry,1,bitcoinheist_synthetic
WannaCry_000060,2017,65,34,0.09440333018343552,342,30,79,25.483460966237153,WannaCry,1,bitcoinheist_synthetic
WannaCry_000061,2019,336,28,0.6594197932252593,900,6,19,24.77709492504431,WannaCry,1,bitcoinheist_synthetic
WannaCry_000062,2019,219,29,19.01934117173716,642,5,19,25.402551092206515,WannaCry,1,bitcoinheist_synthetic
WannaCry_000063,2018,101,32,0.4337425207987599,679,30,82,7.462047150655024,WannaCry,1,bitcoinheist_synthetic
WannaCry_000064,2019,352,34,1.8183636954031726,765,49,48,17.760067903899305,WannaCry,1,bitcoinheist_synthetic
WannaCry_000065,2018,319,33,4.3477477222094825,106,35,12,46.90221378198082,WannaCry,1,bitcoinheist_synthetic
WannaCry_000066,2019,285,32,5.661284166462391,571,8,32,23.13884045170576,WannaCry,1,bitcoinheist_synthetic
WannaCry_000067,2017,84,33,7.878580871929422,346,14,37,46.94753179470452,WannaCry,1,bitcoinheist_synthetic
WannaCry_000068,2017,313,27,1.5293956567476854,822,37,11,21.060228466029038,WannaCry,1,bitcoinheist_synthetic
WannaCry_000069,2018,334,34,9.165005332424524,365,40,46,20.457832094749357,WannaCry,1,bitcoinheist_synthetic
WannaCry_000070,2016,140,31,1.545892314621278,655,8,16,12.04515218964451,WannaCry,1,bitcoinheist_synthetic
WannaCry_000071,2016,358,29,1.904165934485155,497,32,78,125.06689519591241,WannaCry,1,bitcoinheist_synthetic
WannaCry_000072,2017,338,34,8.686139111906332,240,9,43,13.881331360354636,WannaCry,1,bitcoinheist_synthetic
WannaCry_000073,2019,261,27,1.8275558302539074,726,19,13,10.544032048485391,WannaCry,1,bitcoinheist_synthetic
WannaCry_000074,2018,305,29,0.5731062076554136,370,34,59,36.72216216913486,WannaCry,1,bitcoinheist_synthetic
WannaCry_000075,2018,215,33,1.8955656034043344,456,37,98,5.038276441849181,WannaCry,1,bitcoinheist_synthetic
WannaCry_000076,2019,324,29,2.865243484897668,978,49,85,18.014635652858313,WannaCry,1,bitcoinheist_synthetic
WannaCry_000077,2016,142,27,0.2626921190706708,722,7,57,1.2560148404699216,WannaCry,1,bitcoinheist_synthetic
WannaCry_000078,2018,65,32,3.9440932192171023,402,21,30,18.57681377001746,WannaCry,1,bitcoinheist_synthetic
WannaCry_000079,2019,110,26,0.403372921098799,772,10,84,16.935304770080986,WannaCry,1,bitcoinheist_synthetic
WannaCry_000080,2017,226,27,0.9265673112226791,604,12,62,49.35882171363342,WannaCry,1,bitcoinheist_synthetic
WannaCry_000081,2018,287,27,0.09666510112639025,255,5,20,14.299366880293471,WannaCry,1,bitcoinheist_synthetic
WannaCry_000082,2017,38,29,1.7302240078282483,420,0,13,10.041202040652058,WannaCry,1,bitcoinheist_synthetic
WannaCry_000083,2017,257,33,10.241966951762564,627,30,80,0.45292285841553287,WannaCry,1,bitcoinheist_synthetic
WannaCry_000084,2018,188,26,0.008880320505554078,187,3,12,50.49388843416094,WannaCry,1,bitcoinheist_synthetic
WannaCry_000085,2018,339,30,5.0534356446700235,548,27,68,4.000732821593974,WannaCry,1,bitcoinheist_synthetic
WannaCry_000086,2017,75,27,2.771835958863258,959,38,10,32.60160064821088,WannaCry,1,bitcoinheist_synthetic
WannaCry_000087,2018,78,30,6.242565861850355,638,23,31,29.352607979257694,WannaCry,1,bitcoinheist_synthetic
WannaCry_000088,2017,251,28,0.20862596556325383,529,42,61,5.852742798209826,WannaCry,1,bitcoinheist_synthetic
WannaCry_000089,2019,112,34,2.0569428521369297,548,28,50,56.232813804037804,WannaCry,1,bitcoinheist_synthetic
WannaCry_000090,2016,333,33,3.2925586002388436,505,24,81,9.892119018220441,WannaCry,1,bitcoinheist_synthetic
WannaCry_000091,2018,243,30,0.9735491794202205,332,46,49,14.61991881318446,WannaCry,1,bitcoinheist_synthetic
WannaCry_000092,2016,207,29,4.0228513568549,855,29,57,34.77223630782986,WannaCry,1,bitcoinheist_synthetic
WannaCry_000093,2018,225,34,3.7887677191373417,706,30,37,22.087241417055914,WannaCry,1,bitcoinheist_synthetic
WannaCry_000094,2019,171,28,8.757597283133295,918,26,24,16.831650669909628,WannaCry,1,bitcoinheist_synthetic
WannaCry_000095,2018,289,28,0.667570151147721,866,19,92,28.711676920735513,WannaCry,1,bitcoinheist_synthetic
WannaCry_000096,2019,289,29,0.319033505766608,529,41,71,0.11738625465856654,WannaCry,1,bitcoinheist_synthetic
WannaCry_000097,2016,289,33,3.061040765850693,345,42,65,12.908298861537418,WannaCry,1,bitcoinheist_synthetic
WannaCry_000098,2018,94,30,6.0532327819612135,82,30,40,44.19498441009076,WannaCry,1,bitcoinheist_synthetic
WannaCry_000099,2016,271,31,3.039259894686237,307,20,41,24.23752942388996,WannaCry,1,bitcoinheist_synthetic
WannaCry_000100,2016,290,30,3.8932352842241325,463,12,26,34.782709089281674,WannaCry,1,bitcoinheist_synthetic
WannaCry_000101,2019,71,26,1.773792220579662,678,6,35,5.530483132076744,WannaCry,1,bitcoinheist_synthetic
WannaCry_000102,2016,214,34,0.5034697983768792,547,0,54,8.200101305600692,WannaCry,1,bitcoinheist_synthetic
WannaCry_000103,2018,95,26,1.3076960895217646,766,4,56,2.346436804916009,WannaCry,1,bitcoinheist_synthetic
WannaCry_000104,2017,140,28,3.755523526494884,159,29,70,26.471031776217377,WannaCry,1,bitcoinheist_synthetic
WannaCry_000105,2019,172,32,33.31214272653766,200,36,83,1.6617698368276845,WannaCry,1,bitcoinheist_synthetic
WannaCry_000106,2018,20,29,3.263233855310632,506,37,71,2.5338499013647446,WannaCry,1,bitcoinheist_synthetic
WannaCry_000107,2018,293,29,2.579191833774526,682,8,65,19.004124900371227,WannaCry,1,bitcoinheist_synthetic
WannaCry_000108,2018,279,26,2.0189671549326254,249,35,92,16.071951062572,WannaCry,1,bitcoinheist_synthetic
WannaCry_000109,2018,188,27,11.617212181227757,363,10,43,3.0876956718607613,WannaCry,1,bitcoinheist_synthetic
WannaCry_000110,2017,188,27,1.6521801192478343,285,22,16,1.4625303450939287,WannaCry,1,bitcoinheist_synthetic
WannaCry_000111,2019,8,33,0.25642885286976846,986,48,19,1.9592009092181606,WannaCry,1,bitcoinheist_synthetic
WannaCry_000112,2017,121,34,13.348104619135793,739,17,25,19.82340243464677,WannaCry,1,bitcoinheist_synthetic
WannaCry_000113,2019,95,34,5.260526392447524,456,10,74,6.042152635223884,WannaCry,1,bitcoinheist_synthetic
WannaCry_000114,2017,356,27,20.894232611793505,678,39,58,7.872034331302368,WannaCry,1,bitcoinheist_synthetic
WannaCry_000115,2017,245,29,0.5684554676456132,90,46,16,22.101340625740256,WannaCry,1,bitcoinheist_synthetic
WannaCry_000116,2018,297,31,6.289305240016301,969,40,65,5.028859213852822,WannaCry,1,bitcoinheist_synthetic
WannaCry_000117,2019,2,33,1.0844923451335413,491,46,54,12.620383596409802,WannaCry,1,bitcoinheist_synthetic
WannaCry_000118,2016,216,31,10.230866768038133,106,16,52,3.386014314030517,WannaCry,1,bitcoinheist_synthetic
WannaCry_000119,2018,116,26,8.776804841378146,577,5,47,7.556199625333047,WannaCry,1,bitcoinheist_synthetic
WannaCry_000120,2018,52,31,7.628161002756796,176,34,52,9.370310792403785,WannaCry,1,bitcoinheist_synthetic
WannaCry_000121,2016,182,33,5.63512230979171,971,12,18,90.4940664837366,WannaCry,1,bitcoinheist_synthetic
WannaCry_000122,2016,14,31,6.257904456138769,206,5,54,0.34282739162773523,WannaCry,1,bitcoinheist_synthetic
WannaCry_000123,2016,291,32,10.949238124239766,261,27,42,5.457878536138913,WannaCry,1,bitcoinheist_synthetic
WannaCry_000124,2016,300,34,2.250730161845735,163,42,95,0.008638140601646015,WannaCry,1,bitcoinheist_synthetic
WannaCry_000125,2016,19,29,12.84854838663271,714,4,18,7.416369219210381,WannaCry,1,bitcoinheist_synthetic
WannaCry_000126,2019,74,34,6.37916109200747,567,45,14,7.83776440210265,WannaCry,1,bitcoinheist_synthetic
WannaCry_000127,2019,261,31,2.5285836659412295,329,21,12,14.829828453391345,WannaCry,1,bitcoinheist_synthetic
WannaCry_000128,2019,7,29,3.3985628802434986,84,29,77,27.97063868211609,WannaCry,1,bitcoinheist_synthetic
WannaCry_000129,2019,202,27,11.561451351234327,310,35,98,13.985269863363891,WannaCry,1,bitcoinheist_synthetic
WannaCry_000130,2016,86,34,9.11604343024813,905,38,29,14.630590403022905,WannaCry,1,bitcoinheist_synthetic
WannaCry_000131,2019,115,30,0.2958353639922763,108,1,25,41.6809506336579,WannaCry,1,bitcoinheist_synthetic
WannaCry_000132,2019,129,27,14.067863922768986,831,24,70,6.578538541135375,WannaCry,1,bitcoinheist_synthetic
WannaCry_000133,2016,325,32,10.125051070158282,950,28,30,33.410312035160494,WannaCry,1,bitcoinheist_synthetic
WannaCry_000134,2018,95,27,2.4707303310538014,313,34,91,41.612265331681456,WannaCry,1,bitcoinheist_synthetic
WannaCry_000135,2016,103,34,1.5946509822723267,919,40,86,18.071675725354524,WannaCry,1,bitcoinheist_synthetic
WannaCry_000136,2018,284,30,5.241198972347014,433,31,80,25.797140746799556,WannaCry,1,bitcoinheist_synthetic
WannaCry_000137,2019,287,31,0.3839411088631553,90,45,95,10.149872581443958,WannaCry,1,bitcoinheist_synthetic
WannaCry_000138,2017,96,29,0.037091108288738225,552,37,95,27.0078518437589,WannaCry,1,bitcoinheist_synthetic
WannaCry_000139,2019,13,30,8.661416990108023,175,35,22,5.6258115729389395,WannaCry,1,bitcoinheist_synthetic
WannaCry_000140,2019,162,30,2.6481531821379023,106,10,29,3.676747572791978,WannaCry,1,bitcoinheist_synthetic
WannaCry_000141,2018,140,30,6.0145853841400685,788,33,77,1.8616255010186569,WannaCry,1,bitcoinheist_synthetic
WannaCry_000142,2019,91,28,1.5004247172862109,217,29,68,59.327964888742,WannaCry,1,bitcoinheist_synthetic
WannaCry_000143,2018,187,30,8.630196562027994,444,29,14,10.693108672378894,WannaCry,1,bitcoinheist_synthetic
WannaCry_000144,2018,285,34,0.34751062042536923,689,8,53,10.924782776715547,WannaCry,1,bitcoinheist_synthetic
WannaCry_000145,2016,202,30,21.34352230130719,427,30,85,1.3011877570968347,WannaCry,1,bitcoinheist_synthetic
WannaCry_000146,2018,295,29,0.3017518492188253,468,36,69,34.755502284059155,WannaCry,1,bitcoinheist_synthetic
WannaCry_000147,2017,61,31,7.563756779178151,614,19,93,6.763654208705764,WannaCry,1,bitcoinheist_synthetic
WannaCry_000148,2016,75,28,16.946531719500534,684,3,96,32.952983856582165,WannaCry,1,bitcoinheist_synthetic
WannaCry_000149,2018,171,34,10.855958365815283,404,15,67,8.606365971548348,WannaCry,1,bitcoinheist_synthetic
WannaCry_000150,2019,24,31,1.3813995225970241,640,42,25,59.44742806079296,WannaCry,1,bitcoinheist_synthetic
WannaCry_000151,2019,50,29,0.02031090572601811,879,2,28,1.7698699930924349,WannaCry,1,bitcoinheist_synthetic
WannaCry_000152,2019,173,27,20.0283225120392,145,19,80,27.12276263819608,WannaCry,1,bitcoinheist_synthetic
WannaCry_000153,2019,160,31,7.322251044562109,250,35,62,6.8633665020713615,WannaCry,1,bitcoinheist_synthetic
WannaCry_000154,2018,246,27,4.857021985931336,79,34,83,35.60914055875181,WannaCry,1,bitcoinheist_synthetic
WannaCry_000155,2018,95,28,1.4623058193743184,625,1,66,4.455696951881977,WannaCry,1,bitcoinheist_synthetic
WannaCry_000156,2018,32,26,4.832268170212265,936,7,17,4.396566864411426,WannaCry,1,bitcoinheist_synthetic
WannaCry_000157,2019,269,31,1.1670663886388553,212,5,35,22.28797359399419,WannaCry,1,bitcoinheist_synthetic
WannaCry_000158,2019,308,29,0.9864848576732197,870,36,68,14.116108512501778,WannaCry,1,bitcoinheist_synthetic
WannaCry_000159,2018,348,32,4.022678468822141,156,30,87,20.446839273491232,WannaCry,1,bitcoinheist_synthetic
WannaCry_000160,2016,107,33,16.664912893032632,528,35,74,58.20670431052159,WannaCry,1,bitcoinheist_synthetic
WannaCry_000161,2016,130,29,16.72864099053583,839,29,25,13.288287816216437,WannaCry,1,bitcoinheist_synthetic
WannaCry_000162,2017,16,26,3.910520165384938,621,36,73,15.853636072150294,WannaCry,1,bitcoinheist_synthetic
WannaCry_000163,2018,265,32,1.9658886483198716,279,22,54,17.51645595693998,WannaCry,1,bitcoinheist_synthetic
WannaCry_000164,2018,315,27,10.653758926394685,645,41,60,15.437239507839706,WannaCry,1,bitcoinheist_synthetic
WannaCry_000165,2016,106,26,3.2272344195174134,166,36,75,5.90044047989802,WannaCry,1,bitcoinheist_synthetic
WannaCry_000166,2016,272,33,0.7219950189471089,602,7,58,54.35165611549246,WannaCry,1,bitcoinheist_synthetic
WannaCry_000167,2017,225,27,1.387390163212309,499,3,28,39.892571140906675,WannaCry,1,bitcoinheist_synthetic
WannaCry_000168,2017,346,33,1.8857435995790333,615,3,96,1.0102566748128465,WannaCry,1,bitcoinheist_synthetic
WannaCry_000169,2017,243,28,23.35108252614777,538,10,32,2.3129255673812774,WannaCry,1,bitcoinheist_synthetic
WannaCry_000170,2019,317,26,3.2302769353367915,275,35,52,4.928512270173858,WannaCry,1,bitcoinheist_synthetic
WannaCry_000171,2017,61,33,4.177680174937396,968,7,17,5.360184858511189,WannaCry,1,bitcoinheist_synthetic
WannaCry_000172,2018,43,26,2.2092112832053714,581,23,19,15.261043003606021,WannaCry,1,bitcoinheist_synthetic
WannaCry_000173,2018,261,29,0.05792611091934989,278,46,86,0.521608905631099,WannaCry,1,bitcoinheist_synthetic
WannaCry_000174,2017,156,34,2.383175083785366,459,15,31,21.390518808023494,WannaCry,1,bitcoinheist_synthetic
WannaCry_000175,2016,76,32,18.50733644543076,873,40,42,27.334860080513607,WannaCry,1,bitcoinheist_synthetic
WannaCry_000176,2019,138,34,3.9830987712122754,189,23,45,46.71178152101235,WannaCry,1,bitcoinheist_synthetic
WannaCry_000177,2016,357,32,6.545967501001543,892,13,35,22.587726037354443,WannaCry,1,bitcoinheist_synthetic
WannaCry_000178,2016,330,31,1.0307027222176635,707,31,55,28.136421411249884,WannaCry,1,bitcoinheist_synthetic
WannaCry_000179,2019,47,30,1.112254936969241,333,31,68,36.53400166121991,WannaCry,1,bitcoinheist_synthetic
WannaCry_000180,2019,80,27,10.460778489410083,980,37,26,3.221145567913924,WannaCry,1,bitcoinheist_synthetic
WannaCry_000181,2019,51,27,6.579557428648557,738,46,85,17.399873992982233,WannaCry,1,bitcoinheist_synthetic
WannaCry_000182,2016,25,32,10.507951557783677,334,43,94,24.718429808598586,WannaCry,1,bitcoinheist_synthetic
WannaCry_000183,2019,293,30,0.8224701491914193,599,19,91,17.498189475263153,WannaCry,1,bitcoinheist_synthetic
WannaCry_000184,2017,347,31,2.012000386483796,794,19,13,11.898066847010258,WannaCry,1,bitcoinheist_synthetic
WannaCry_000185,2019,262,26,0.0034260124363037357,139,44,17,5.566685853350936,WannaCry,1,bitcoinheist_synthetic
WannaCry_000186,2018,362,26,8.268714465917034,744,39,26,33.934958290626156,WannaCry,1,bitcoinheist_synthetic
WannaCry_000187,2017,233,26,3.2576991313869574,932,25,87,24.181293136248524,WannaCry,1,bitcoinheist_synthetic
WannaCry_000188,2018,201,28,0.3130323971781965,296,33,86,12.496258399582283,WannaCry,1,bitcoinheist_synthetic
WannaCry_000189,2018,346,27,10.894228136208524,738,12,68,24.25577969734116,WannaCry,1,bitcoinheist_synthetic
WannaCry_000190,2017,348,29,18.487566487532646,625,15,42,0.9398427597392047,WannaCry,1,bitcoinheist_synthetic
WannaCry_000191,2016,99,34,30.482791564592773,885,36,65,12.828435677349635,WannaCry,1,bitcoinheist_synthetic
WannaCry_000192,2016,334,30,7.390189338845225,780,14,46,1.5592397241829257,WannaCry,1,bitcoinheist_synthetic
WannaCry_000193,2018,183,31,2.0070661274049986,952,41,80,34.71004903014479,WannaCry,1,bitcoinheist_synthetic
WannaCry_000194,2016,27,32,2.8692123727067935,441,23,18,20.17375751210899,WannaCry,1,bitcoinheist_synthetic
WannaCry_000195,2016,73,31,2.47264144706684,462,9,10,0.42855296524618924,WannaCry,1,bitcoinheist_synthetic
WannaCry_000196,2019,358,31,0.1139657836290163,970,38,35,0.9042182348343574,WannaCry,1,bitcoinheist_synthetic
WannaCry_000197,2016,343,26,3.3972049576337837,480,37,39,28.08075443502211,WannaCry,1,bitcoinheist_synthetic
WannaCry_000198,2017,111,26,1.539362654074512,983,0,91,52.35606807244177,WannaCry,1,bitcoinheist_synthetic
WannaCry_000199,2016,292,27,5.5474976858181915,482,3,25,35.421268615282095,WannaCry,1,bitcoinheist_synthetic
WannaCry_000200,2016,118,29,8.877543108924465,82,21,18,3.3824945922724616,WannaCry,1,bitcoinheist_synthetic
WannaCry_000201,2016,296,31,0.42201338850299286,522,47,24,34.61184854131829,WannaCry,1,bitcoinheist_synthetic
WannaCry_000202,2016,222,32,1.8117606761519853,827,46,19,38.04812201315099,WannaCry,1,bitcoinheist_synthetic
WannaCry_000203,2018,250,34,9.806203513531385,86,27,36,0.12304619029650099,WannaCry,1,bitcoinheist_synthetic
WannaCry_000204,2017,238,34,1.3223387863680414,661,39,65,29.934728828994892,WannaCry,1,bitcoinheist_synthetic
WannaCry_000205,2019,43,26,3.303392448210325,372,18,55,15.341153059960979,WannaCry,1,bitcoinheist_synthetic
WannaCry_000206,2018,5,34,10.163756486612543,919,26,91,0.37962677726514904,WannaCry,1,bitcoinheist_synthetic
WannaCry_000207,2019,162,27,7.86805953635731,822,39,94,2.0545592127367436,WannaCry,1,bitcoinheist_synthetic
WannaCry_000208,2019,285,27,1.3795778608490323,153,36,15,20.220144965389558,WannaCry,1,bitcoinheist_synthetic
WannaCry_000209,2019,212,30,1.8790705911554717,434,42,39,17.96821269892995,WannaCry,1,bitcoinheist_synthetic
WannaCry_000210,2019,287,32,0.31844093402925794,283,19,26,22.75753684010034,WannaCry,1,bitcoinheist_synthetic
WannaCry_000211,2018,13,26,16.06002730023801,926,18,86,3.64932097042821,WannaCry,1,bitcoinheist_synthetic
WannaCry_000212,2018,358,27,0.4486481048606203,801,19,54,0.14414586427765033,WannaCry,1,bitcoinheist_synthetic
WannaCry_000213,2016,154,32,0.11245231949771277,625,2,36,6.771592434872614,WannaCry,1,bitcoinheist_synthetic
WannaCry_000214,2017,206,33,4.144768870856506,213,19,70,5.25536371291265,WannaCry,1,bitcoinheist_synthetic
WannaCry_000215,2017,322,34,6.802724043827172,503,32,71,33.081852056386,WannaCry,1,bitcoinheist_synthetic
WannaCry_000216,2018,57,28,0.18736976588727558,548,44,20,51.70769429134027,WannaCry,1,bitcoinheist_synthetic
WannaCry_000217,2016,61,29,0.19111901309876067,768,44,21,75.19732549684224,WannaCry,1,bitcoinheist_synthetic
WannaCry_000218,2018,251,27,14.009706400165122,355,11,39,1.3269455524930132,WannaCry,1,bitcoinheist_synthetic
WannaCry_000219,2019,10,30,0.6407633222037239,90,9,76,0.8284991228198096,WannaCry,1,bitcoinheist_synthetic
WannaCry_000220,2016,244,30,0.5534649048458384,472,31,47,3.2122824458238752,WannaCry,1,bitcoinheist_synthetic
WannaCry_000221,2016,156,29,1.90174337256939,241,13,69,4.94172570541572,WannaCry,1,bitcoinheist_synthetic
WannaCry_000222,2019,101,27,0.2767574675888881,567,31,88,13.480763943422748,WannaCry,1,bitcoinheist_synthetic
WannaCry_000223,2017,166,31,9.612146916280308,586,27,31,47.3454977264073,WannaCry,1,bitcoinheist_synthetic
WannaCry_000224,2016,298,33,3.029850702829954,342,27,27,9.886396767447751,WannaCry,1,bitcoinheist_synthetic
WannaCry_000225,2016,255,32,2.742456549430247,111,41,75,15.851076764499151,WannaCry,1,bitcoinheist_synthetic
WannaCry_000226,2018,35,28,7.237370531346685,633,47,14,14.810974736311675,WannaCry,1,bitcoinheist_synthetic
WannaCry_000227,2018,197,30,7.56271814498831,905,1,63,13.496572759508727,WannaCry,1,bitcoinheist_synthetic
WannaCry_000228,2018,240,34,6.664127749911969,830,48,10,102.24897492704208,WannaCry,1,bitcoinheist_synthetic
WannaCry_000229,2019,244,30,7.593236765465509,856,39,11,67.07283540323681,WannaCry,1,bitcoinheist_synthetic
WannaCry_000230,2016,140,32,1.362739742584158,426,15,18,39.782458359959115,WannaCry,1,bitcoinheist_synthetic
WannaCry_000231,2019,97,26,8.007654666720448,748,0,46,38.61166673027026,WannaCry,1,bitcoinheist_synthetic
WannaCry_000232,2018,316,28,2.566695981353322,123,27,64,6.94869907238454,WannaCry,1,bitcoinheist_synthetic
