address,category,total_received,total_sent,balance,n_tx,first_tx,last_tx,is_suspicious,dataset_source
darknet_market_000017,Darknet Market,57.04886415345115,81.79107394108847,2.660650390746485,4558,2017-11-08,2020-10-03,1,suspicious_wallets_synthetic
darknet_market_000018,Darknet Market,12.044828638453279,30.99182357484502,0.4496442657267024,2218,2017-01-05,2020-06-12,1,suspicious_wallets_synthetic
darknet_market_000019,Darknet Market,33.98376935279051,8.926763640675253,0.13720767942870382,6767,2017-10-01,2020-08-20,1,suspicious_wallets_synthetic
darknet_market_000020,Darknet Market,26.014168808791577,21.774189776582126,0.46240452446499963,2127,2017-06-04,2020-06-02,1,suspicious_wallets_synthetic
darknet_market_000021,Darknet Market,43.87816439219729,11.869153202639088,2.090494984304725,6934,2017-10-26,2020-03-08,1,suspicious_wallets_synthetic
darknet_market_000022,Darknet Market,32.9422349371605,95.75416875554326,0.671408617636628,6914,2017-02-11,2020-07-11,1,suspicious_wallets_synthetic
darknet_market_000023,Darknet Market,51.361016407142365,25.3610977905133,0.6213518932508808,1363,2017-01-17,2020-07-15,1,suspicious_wallets_synthetic
darknet_market_000024,Darknet Market,78.77671324898151,23.35805983748186,0.6959255724700126,3161,2017-02-23,2020-01-09,1,suspicious_wallets_synthetic
darknet_market_000025,Darknet Market,70.1428541148596,9.673998192317203,0.8568711388180638,6590,2017-10-09,2020-12-18,1,suspicious_wallets_synthetic
darknet_market_000026,Darknet Market,18.018619284599833,55.76158301466245,0.7786207868776389,8631,2017-10-13,2020-11-03,1,suspicious_wallets_synthetic
darknet_market_000027,Darknet Market,36.88676397452264,0.9059176099200923,0.8160589004700363,4547,2017-07-01,2020-06-21,1,suspicious_wallets_synthetic
darknet_market_000028,Darknet Market,31.61517558855836,0.3904568820143972,1.440386828371217,1078,2017-03-18,2020-06-11,1,suspicious_wallets_synthetic
darknet_market_000029,Darknet Market,59.43419386943604,10.590696716650553,1.3710918448029399,4534,2017-11-06,2020-12-17,1,suspicious_wallets_synthetic
darknet_market_000030,Darknet Market,35.58530426975835,28.030735250522504,0.046318837098264204,6272,2017-09-10,2020-08-07,1,suspicious_wallets_synthetic
darknet_market_000031,Darknet Market,16.938240546483783,5.093904818630761,0.3662621022136128,9576,2017-03-11,2020-01-18,1,suspicious_wallets_synthetic
darknet_market_000032,Darknet Market,36.10882102742154,16.755532935009374,0.2911637076463439,4108,2017-05-11,2020-09-03,1,suspicious_wallets_synthetic
darknet_market_000033,Darknet Market,12.146445853515749,11.760075333862536,0.05136764663426076,9293,2017-04-27,2020-12-28,1,suspicious_wallets_synthetic
darknet_market_000034,Darknet Market,32.431109061223395,8.224643886284884,0.7073753206740617,1293,2017-12-07,2020-11-17,1,suspicious_wallets_synthetic
darknet_market_000035,Darknet Market,14.271297978313463,20.546807361278177,1.35103932045796,6178,2017-05-28,2020-08-07,1,suspicious_wallets_synthetic
darknet_market_000036,Darknet Market,4.342028165690577,54.235684741343235,0.4713617713307593,1482,2017-09-21,2020-02-28,1,suspicious_wallets_synthetic
darknet_market_000037,Darknet Market,30.287859357161924,11.99549285099092,0.5381814825951913,2595,2017-10-23,2020-07-23,1,suspicious_wallets_synthetic
darknet_market_000038,Darknet Market,8.72290423370938,19.379700007663136,3.759030442436158,8286,2017-01-11,2020-11-27,1,suspicious_wallets_synthetic
darknet_market_000039,Darknet Market,38.7946962830122,81.81867337061102,0.09683395791433995,9585,2017-04-12,2020-07-12,1,suspicious_wallets_synthetic
darknet_market_000040,Darknet Market,24.315152052344406,2.8070322730090167,0.25016928304084957,9699,2017-08-11,2020-04-06,1,suspicious_wallets_synthetic
darknet_market_000041,Darknet Market,35.86296094092825,12.62832759037768,0.6920760388908311,913,2017-12-22,2020-07-26,1,suspicious_wallets_synthetic
darknet_market_000042,Darknet Market,0.25368186032124923,0.9072015609632318,1.143525526056005,598,2017-05-21,2020-05-02,1,suspicious_wallets_synthetic
darknet_market_000043,Darknet Market,28.485568704904864,7.298987478338558,0.024689221450783953,9788,2017-12-23,2020-04-23,1,suspicious_wallets_synthetic
darknet_market_000044,Darknet Market,42.86437742597574,19.760273390064043,1.5732829575540292,3903,2017-05-02,2020-06-11,1,suspicious_wallets_synthetic
darknet_market_000045,Darknet Market,44.54344745940668,54.03247342803458,1.3119769934000864,920,2017-03-07,2020-09-22,1,suspicious_wallets_synthetic
darknet_market_000046,Darknet Market,11.734877404982964,4.626668820850855,0.269868589523962,729,2017-10-11,2020-09-13,1,suspicious_wallets_synthetic
darknet_market_000047,Darknet Market,6.510976966774382,59.5561171079392,0.2764565514538525,2270,2017-11-28,2020-01-24,1,suspicious_wallets_synthetic
darknet_market_000048,Darknet Market,23.626236980943023,69.10578417485212,0.6506292617977917,519,2017-11-24,2020-11-01,1,suspicious_wallets_synthetic
darknet_market_000049,Darknet Market,6.5103138603577735,24.541939328096063,0.8819528864984054,4295,2017-12-02,2020-04-27,1,suspicious_wallets_synthetic
darknet_market_000050,Darknet Market,16.3165450388436,4.9555062642180285,1.0102757915832627,8441,2017-02-26,2020-11-02,1,suspicious_wallets_synthetic
darknet_market_000051,Darknet Market,10.997208273356957,5.337623584562762,0.6781477223409589,7707,2017-01-13,2020-09-28,1,suspicious_wallets_synthetic
darknet_market_000052,Darknet Market,126.90730717690153,4.454569093128547,1.5114136227248265,3199,2017-04-23,2020-11-14,1,suspicious_wallets_synthetic
darknet_market_000053,Darknet Market,28.487950909123406,38.85436770817608,0.7085317776195637,3174,2017-08-09,2020-09-12,1,suspicious_wallets_synthetic
darknet_market_000054,Darknet Market,49.035290652839315,55.97418213985918,0.30254751110713063,2762,2017-09-17,2020-03-27,1,suspicious_wallets_synthetic
darknet_market_000055,Darknet Market,36.72440164348198,39.70731483404541,0.9787181570892106,7887,2017-03-24,2020-06-05,1,suspicious_wallets_synthetic
darknet_market_000056,Darknet Market,33.223672818104205,12.692919221334936,0.9511328379497243,1477,2017-06-12,2020-09-19,1,suspicious_wallets_synthetic
darknet_market_000057,Darknet Market,1.9487960623686498,0.8793155052263056,0.7764764960158614,9406,2017-12-28,2020-03-04,1,suspicious_wallets_synthetic
darknet_market_000058,Darknet Market,9.526581120967924,0.9676931304705385,1.2830363248390726,3005,2017-02-19,2020-06-01,1,suspicious_wallets_synthetic
darknet_market_000059,Darknet Market,12.115083842433382,25.60072436663765,1.2967414629474325,9443,2017-04-15,2020-08-03,1,suspicious_wallets_synthetic
darknet_market_000060,Darknet Market,0.1446242342044317,4.571858525035722,2.824581298360018,4432,2017-07-19,2020-11-02,1,suspicious_wallets_synthetic
darknet_market_000061,Darknet Market,38.52168043393596,6.831434264088343,1.4532935159222913,6745,2017-04-13,2020-07-16,1,suspicious_wallets_synthetic
darknet_market_000062,Darknet Market,12.0386223851547,66.7953986900697,0.5685871298277453,739,2017-08-21,2020-09-09,1,suspicious_wallets_synthetic
darknet_market_000063,Darknet Market,4.409856377221299,3.5128848049012302,1.4986089006472683,8467,2017-06-04,2020-05-18,1,suspicious_wallets_synthetic
darknet_market_000064,Darknet Market,1.2179370847101005,12.563610220425073,0.1171094382216753,7894,2017-10-10,2020-12-13,1,suspicious_wallets_synthetic
darknet_market_000065,Darknet Market,60.121775469262076,23.47832249608335,2.1999980101989207,2657,2017-10-11,2020-01-28,1,suspicious_wallets_synthetic
darknet_market_000066,Darknet Market,12.005619901502724,4.241123449379521,0.2919078599272215,8361,2017-12-22,2020-03-23,1,suspicious_wallets_synthetic
darknet_market_000067,Darknet Market,1.8052544960735373,2.275858814153243,3.4922059590219647,1776,2017-10-25,2020-07-26,1,suspicious_wallets_synthetic
darknet_market_000068,Darknet Market,12.853148053413069,49.43979364488662,0.2716517971899956,9897,2017-08-04,2020-02-01,1,suspicious_wallets_synthetic
darknet_market_000069,Darknet Market,92.81322509819641,32.66174594230824,2.5280454751980415,3126,2017-12-23,2020-04-11,1,suspicious_wallets_synthetic
darknet_market_000070,Darknet Market,9.003647152080749,7.208167976401731,2.417801317174623,6055,2017-07-15,2020-03-21,1,suspicious_wallets_synthetic
darknet_market_000071,Darknet Market,18.267488780044552,11.176773120447201,0.6798650838371635,2872,2017-01-05,2020-09-03,1,suspicious_wallets_synthetic
darknet_market_000072,Darknet Market,3.9537229619138934,0.22280586048762321,0.04629792412280617,4622,2017-10-27,2020-04-10,1,suspicious_wallets_synthetic
darknet_market_000073,Darknet Market,44.79429217874822,24.86449578112163,2.770041131447291,3128,2017-02-08,2020-09-21,1,suspicious_wallets_synthetic
darknet_market_000074,Darknet Market,0.5952391635507536,0.4575256147200143,0.5433890098371496,2551,2017-12-03,2020-12-08,1,suspicious_wallets_synthetic
darknet_market_000075,Darknet Market,15.984223645500508,10.794357199357648,0.168005182135669,8043,2017-11-06,2020-12-04,1,suspicious_wallets_synthetic
darknet_market_000076,Darknet Market,2.9475331773366764,45.73982410767783,0.9284210918333329,3061,2017-08-17,2020-11-05,1,suspicious_wallets_synthetic
darknet_market_000077,Darknet Market,9.688129227984984,0.03761112030392724,0.6014283656799098,1751,2017-12-21,2020-11-18,1,suspicious_wallets_synthetic
darknet_market_000078,Darknet Market,18.464753264250028,13.278908642286577,0.05560188903486854,5746,2017-10-07,2020-05-02,1,suspicious_wallets_synthetic
darknet_market_000079,Darknet Market,31.89050882249507,21.44160208271935,1.102720987362588,9747,2017-10-05,2020-05-09,1,suspicious_wallets_synthetic
darknet_market_000080,Darknet Market,5.854939338337363,10.374945868235633,0.8633652634997009,4874,2017-09-07,2020-02-20,1,suspicious_wallets_synthetic
darknet_market_000081,Darknet Market,4.725428165744584,137.77806707411648,0.15757692773236986,3481,2017-03-17,2020-12-17,1,suspicious_wallets_synthetic
darknet_market_000082,Darknet Market,26.916678375773124,2.8090803011321643,4.501207229809428,7992,2017-10-23,2020-04-25,1,suspicious_wallets_synthetic
darknet_market_000083,Darknet Market,20.537707970284643,54.53685243654604,1.8748442601598703,3688,2017-10-14,2020-04-15,1,suspicious_wallets_synthetic
darknet_market_000084,Darknet Market,90.72642721226885,2.902919674534795,1.6833804503151109,9832,2017-05-03,2020-01-17,1,suspicious_wallets_synthetic
darknet_market_000085,Darknet Market,17.3248848923159,25.180061498232984,1.2739393917200303,3448,2017-08-23,2020-06-16,1,suspicious_wallets_synthetic
darknet_market_000086,Darknet Market,4.115270411536026,32.95171711249711,0.007561026874435852,7836,2017-08-24,2020-04-15,1,suspicious_wallets_synthetic
darknet_market_000087,Darknet Market,9.154207108640934,53.25786265310545,1.1731135461646764,7861,2017-02-15,2020-04-05,1,suspicious_wallets_synthetic
darknet_market_000088,Darknet Market,4.262234866573406,9.938525099496367,1.0092154608201898,3762,2017-07-25,2020-09-03,1,suspicious_wallets_synthetic
darknet_market_000089,Darknet Market,24.871467664444534,5.364513668918479,0.6072136881892769,8346,2017-08-02,2020-10-23,1,suspicious_wallets_synthetic
darknet_market_000090,Darknet Market,17.603769335008533,2.5055292895197288,0.15310539056004613,5374,2017-01-26,2020-08-15,1,suspicious_wallets_synthetic
darknet_market_000091,Darknet Market,7.106855624932836,39.68843606624814,0.03153388895190204,3200,2017-05-02,2020-06-09,1,suspicious_wallets_synthetic
darknet_market_000092,Darknet Market,2.272631219296633,0.3330408209097757,2.4242674239602837,4426,2017-02-17,2020-05-26,1,suspicious_wallets_synthetic
darknet_market_000093,Darknet Market,34.8865756972713,32.92553713432917,0.12700530512128258,9966,2017-03-13,2020-04-07,1,suspicious_wallets_synthetic
darknet_market_000094,Darknet Market,13.818997657128415,0.5680416634866596,0.541408184210525,4543,2017-10-21,2020-04-10,1,suspicious_wallets_synthetic
darknet_market_000095,Darknet Market,42.56648110325899,3.9731502155189764,0.15257466627218755,2212,2017-03-11,2020-12-13,1,suspicious_wallets_synthetic
darknet_market_000096,Darknet Market,9.729319257008616,40.53072699834517,0.025668729969672285,3873,2017-07-05,2020-12-21,1,suspicious_wallets_synthetic
darknet_market_000097,Darknet Market,4.488100195222873,67.07864189218087,0.3634845287602188,2999,2017-10-14,2020-09-12,1,suspicious_wallets_synthetic
darknet_market_000098,Darknet Market,0.26945080095023155,21.654698001486665,0.02103965608652399,7670,2017-03-26,2020-02-04,1,suspicious_wallets_synthetic
darknet_market_000099,Darknet Market,50.593546141764,6.817992054485005,1.1843500443767216,3457,2017-09-05,2020-09-09,1,suspicious_wallets_synthetic
darknet_market_000100,Darknet Market,22.066815484779976,76.25209627136046,0.46504223613819623,5580,2017-01-03,2020-04-26,1,suspicious_wallets_synthetic
darknet_market_000101,Darknet Market,57.355356908626106,2.539116694074451,0.13188247011067958,3199,2017-07-27,2020-01-01,1,suspicious_wallets_synthetic
darknet_market_000102,Darknet Market,22.164379174928516,32.22363887147903,5.531381784206037,4298,2017-05-06,2020-11-23,1,suspicious_wallets_synthetic
darknet_market_000103,Darknet Market,74.39749130653954,38.89002972354617,2.7916788721248595,886,2017-02-15,2020-10-26,1,suspicious_wallets_synthetic
darknet_market_000104,Darknet Market,47.58331784317689,10.56730229743886,0.2406597103440775,4691,2017-09-25,2020-03-05,1,suspicious_wallets_synthetic
darknet_market_000105,Darknet Market,3.8251933340712174,13.759899921560255,0.4809541967694748,5493,2017-09-21,2020-08-11,1,suspicious_wallets_synthetic
darknet_market_000106,Darknet Market,14.021745602200788,2.625532455580243,1.835939062066897,1902,2017-11-05,2020-06-17,1,suspicious_wallets_synthetic
darknet_market_000107,Darknet Market,29.901681225603127,8.372456051765042,0.7194058264183788,9593,2017-12-20,2020-07-14,1,suspicious_wallets_synthetic
darknet_market_000108,Darknet Market,4.973504463867516,43.61104007803199,1.4313735710568123,6825,2017-03-06,2020-12-22,1,suspicious_wallets_synthetic
darknet_market_000109,Darknet Market,38.43860140522012,3.4149195441925837,1.0386739586406206,6790,2017-05-17,2020-02-03,1,suspicious_wallets_synthetic
darknet_market_000110,Darknet Market,22.54679177812369,22.249001073386577,0.13728131977955987,7693,2017-12-13,2020-01-18,1,suspicious_wallets_synthetic
darknet_market_000111,Darknet Market,12.183680580389403,4.159725942818309,0.5472485034890991,4281,2017-03-16,2020-08-21,1,suspicious_wallets_synthetic
darknet_market_000112,Darknet Market,27.309831977333985,1.3972397529630411,0.06106880650800473,8956,2017-12-20,2020-11-24,1,suspicious_wallets_synthetic
darknet_market_000113,Darknet Market,13.448519827372316,19.966844697602248,0.7375283749363787,1145,2017-07-26,2020-10-23,1,suspicious_wallets_synthetic
darknet_market_000114,Darknet Market,104.70833382586181,22.483212551812557,0.7438445879951838,2193,2017-12-03,2020-10-01,1,suspicious_wallets_synthetic
darknet_market_000115,Darknet Market,45.36578393489379,24.228895098034982,0.6073562917707562,5307,2017-03-13,2020-05-01,1,suspicious_wallets_synthetic
darknet_market_000116,Darknet Market,23.988509437388704,72.02188802038411,0.012449804059571527,4448,2017-09-27,2020-09-09,1,suspicious_wallets_synthetic
darknet_market_000117,Darknet Market,20.978334402499048,25.717232551825724,1.056437563043,5510,2017-10-22,2020-08-26,1,suspicious_wallets_synthetic
darknet_market_000118,Darknet Market,5.23700316184453,16.985852298114914,0.15200835556607048,3104,2017-06-25,2020-04-11,1,suspicious_wallets_synthetic
darknet_market_000119,Darknet Market,7.798250863502389,15.917082996408038,0.6785991736915334,6259,2017-05-10,2020-04-16,1,suspicious_wallets_synthetic
darknet_market_000120,Darknet Market,83.60648134328983,51.970174707244695,0.10454486204802797,6113,2017-05-05,2020-02-03,1,suspicious_wallets_synthetic
darknet_market_000121,Darknet Market,36.72741811009945,31.649957587780975,1.6490878560804756,7842,2017-09-23,2020-10-11,1,suspicious_wallets_synthetic
darknet_market_000122,Darknet Market,15.099128671024397,6.1956559350968465,0.23921746733813473,7666,2017-03-11,2020-04-20,1,suspicious_wallets_synthetic
darknet_market_000123,Darknet Market,14.72499001891641,50.44990315478494,2.740902137676572,8591,2017-05-22,2020-03-28,1,suspicious_wallets_synthetic
darknet_market_000124,Darknet Market,10.733392128099844,0.6270159492706503,0.6823964054889066,1721,2017-04-04,2020-09-13,1,suspicious_wallets_synthetic
darknet_market_000125,Darknet Market,39.324583701655925,23.179772969972717,3.780291269314944,6280,2017-07-08,2020-08-27,1,suspicious_wallets_synthetic
darknet_market_000126,Darknet Market,61.655733642847785,5.6797855968645,0.4639681159640768,8823,2017-07-12,2020-07-01,1,suspicious_wallets_synthetic
darknet_market_000127,Darknet Market,10.652526675409081,10.138856938277335,0.2997378061998882,8388,2017-08-09,2020-07-15,1,suspicious_wallets_synthetic
darknet_market_000128,Darknet Market,70.29606812934907,3.2403490614789403,0.5339807676369103,583,2017-07-15,2020-12-16,1,suspicious_wallets_synthetic
darknet_market_000129,Darknet Market,75.71594830765653,76.25866195244491,0.01976310090004563,5173,2017-02-12,2020-03-19,1,suspicious_wallets_synthetic
darknet_market_000130,Darknet Market,4.295404863755754,0.7560950842659606,1.0799895932815213,6339,2017-12-08,2020-12-17,1,suspicious_wallets_synthetic
darknet_market_000131,Darknet Market,11.722857710907073,18.09966195366796,1.0440029287882444,9115,2017-11-24,2020-03-18,1,suspicious_wallets_synthetic
darknet_market_000132,Darknet Market,35.22211499608419,13.661739094931313,0.11201880083934208,353,2017-05-19,2020-11-10,1,suspicious_wallets_synthetic
darknet_market_000133,Darknet Market,1.9016704344824387,9.595496820374876,0.1686697777774906,277,2017-06-21,2020-10-26,1,suspicious_wallets_synthetic
darknet_market_000134,Darknet Market,18.361848273336953,18.81898224250622,0.6140081736957514,790,2017-02-08,2020-11-26,1,suspicious_wallets_synthetic
darknet_market_000135,Darknet Market,20.643778959248806,24.393035765573877,0.17484242773304223,9114,2017-06-20,2020-10-04,1,suspicious_wallets_synthetic
darknet_market_000136,Darknet Market,11.304792353852251,32.27010913473626,0.5874589680831263,9744,2017-04-14,2020-01-15,1,suspicious_wallets_synthetic
darknet_market_000137,Darknet Market,0.5508905754821269,27.5296330348531,0.00045729715483655255,8823,2017-02-12,2020-05-15,1,suspicious_wallets_synthetic
darknet_market_000138,Darknet Market,1.2494726772421656,2.2094116480673183,0.2865238186172644,386,2017-03-10,2020-05-28,1,suspicious_wallets_synthetic
darknet_market_000139,Darknet Market,13.898938694293205,5.587363399887284,0.7664409933859627,9514,2017-06-05,2020-08-11,1,suspicious_wallets_synthetic
darknet_market_000140,Darknet Market,32.64901257481156,1.200911054981315,2.285227714104142,8614,2017-02-26,2020-01-12,1,suspicious_wallets_synthetic
darknet_market_000141,Darknet Market,48.31821148469833,44.61586111321953,3.113186885666674,2866,2017-05-27,2020-04-25,1,suspicious_wallets_synthetic
darknet_market_000142,Darknet Market,84.16786520316684,4.18767998431521,1.2400790894378166,2331,2017-06-26,2020-03-25,1,suspicious_wallets_synthetic
darknet_market_000143,Darknet Market,39.59207906698759,20.686366635914872,1.5868196021053682,492,2017-02-12,2020-03-17,1,suspicious_wallets_synthetic
darknet_market_000144,Darknet Market,3.059971802388516,49.418867720096806,0.09482056597429049,1648,2017-08-22,2020-04-21,1,suspicious_wallets_synthetic
darknet_market_000145,Darknet Market,28.357776212120996,42.60001076267774,1.6012772636521544,2069,2017-10-09,2020-02-14,1,suspicious_wallets_synthetic
darknet_market_000146,Darknet Market,16.470772062178877,18.25380901249721,0.5773645738686102,4864,2017-03-12,2020-01-27,1,suspicious_wallets_synthetic
darknet_market_000147,Darknet Market,5.943828978171615,13.644273375210346,0.6857351108095152,7407,2017-06-25,2020-04-17,1,suspicious_wallets_synthetic
darknet_market_000148,Darknet Market,64.34032712094395,14.10372846318351,3.229480932862221,2414,2017-12-17,2020-02-12,1,suspicious_wallets_synthetic
darknet_market_000149,Darknet Market,27.912042883318534,19.08909099788854,0.1315797865337319,579,2017-11-21,2020-06-21,1,suspicious_wallets_synthetic
darknet_market_000150,Darknet Market,0.3468838835945504,11.43617560951088,0.5935108504971429,9249,2017-12-05,2020-01-16,1,suspicious_wallets_synthetic
darknet_market_000151,Darknet Market,32.84134727865519,0.17004172524828512,3.243595687261548,1682,2017-01-12,2020-05-27,1,suspicious_wallets_synthetic
darknet_market_000152,Darknet Market,7.0835021136138945,8.037222979411908,0.8120148104266663,4864,2017-10-06,2020-04-26,1,suspicious_wallets_synthetic
darknet_market_000153,Darknet Market,59.466404405900505,6.775479489938022,0.7523490853599992,4945,2017-05-22,2020-10-03,1,suspicious_wallets_synthetic
darknet_market_000154,Darknet Market,64.63730159124373,4.8494357256812055,1.5499358694299203,8106,2017-07-16,2020-12-18,1,suspicious_wallets_synthetic
darknet_market_000155,Darknet Market,15.459268465041106,27.29859604395492,0.6542101681412086,7895,2017-09-10,2020-01-06,1,suspicious_wallets_synthetic
darknet_market_000156,Darknet Market,20.32554000878057,88.68994958139373,1.578441574807991,8108,2017-10-19,2020-03-14,1,suspicious_wallets_synthetic
darknet_market_000157,Darknet Market,11.937027073681222,54.216973990879744,0.5238221750142931,7783,2017-09-14,2020-08-27,1,suspicious_wallets_synthetic
darknet_market_000158,Darknet Market,45.16567541002579,1.77180832636809,2.632685064059499,8680,2017-07-05,2020-12-12,1,suspicious_wallets_synthetic
darknet_market_000159,Darknet Market,2.083114947710485,37.70195495534895,1.9617083782250506,8881,2017-10-09,2020-03-26,1,suspicious_wallets_synthetic
darknet_market_000160,Darknet Market,20.82864181567684,9.288788086456059,0.8303254191284041,9843,2017-04-10,2020-04-06,1,suspicious_wallets_synthetic
darknet_market_000161,Darknet Market,2.2080721619506996,10.574250425745538,0.23442620376750142,4827,2017-04-04,2020-01-11,1,suspicious_wallets_synthetic
darknet_market_000162,Darknet Market,40.800927246694755,4.047346995934382,0.21649804487198182,4961,2017-03-08,2020-09-15,1,suspicious_wallets_synthetic
darknet_market_000163,Darknet Market,44.33986028336642,29.687581165271055,0.8554690013209112,2227,2017-10-13,2020-09-21,1,suspicious_wallets_synthetic
darknet_market_000164,Darknet Market,90.06504510708257,47.48119468559704,0.11076026348248692,9037,2017-11-25,2020-02-15,1,suspicious_wallets_synthetic
darknet_market_000165,Darknet Market,30.56967551470225,5.164931797457598,0.17580038409039997,7582,2017-05-28,2020-07-08,1,suspicious_wallets_synthetic
darknet_market_000166,Darknet Market,3.852430156632952,12.109610603437572,0.406011409601597,6299,2017-03-05,2020-06-03,1,suspicious_wallets_synthetic
darknet_market_000167,Darknet Market,2.947949734610239,0.6906978857062274,0.657091378382583,8711,2017-10-22,2020-04-07,1,suspicious_wallets_synthetic
darknet_market_000168,Darknet Market,47.550117707574394,72.95875828197086,0.6313488180586114,3926,2017-04-14,2020-03-15,1,suspicious_wallets_synthetic
darknet_market_000169,Darknet Market,85.48372119922927,5.282834329606643,0.13639632104736624,5150,2017-08-20,2020-11-04,1,suspicious_wallets_synthetic
darknet_market_000170,Darknet Market,1.6646910250421774,2.394596744509901,0.050957227534313726,2503,2017-12-16,2020-09-11,1,suspicious_wallets_synthetic
darknet_market_000171,Darknet Market,101.83299512340804,8.799904092281697,0.0806235653292828,9161,2017-05-25,2020-03-18,1,suspicious_wallets_synthetic
darknet_market_000172,Darknet Market,14.388520672836504,18.44515066156582,0.5909680800196396,8754,2017-07-18,2020-03-23,1,suspicious_wallets_synthetic
darknet_market_000173,Darknet Market,49.640211300993755,9.864822313697477,1.7316377018965303,9442,2017-01-12,2020-06-23,1,suspicious_wallets_synthetic
darknet_market_000174,Darknet Market,4.530172438265455,14.674503153322064,0.22235364780027608,7957,2017-04-25,2020-11-25,1,suspicious_wallets_synthetic
darknet_market_000175,Darknet Market,15.884613570456915,9.405959760107178,2.387367790142472,4228,2017-12-26,2020-06-05,1,suspicious_wallets_synthetic
darknet_market_000176,Darknet Market,49.043285988086204,32.25415094378123,2.6599233830844082,2682,2017-04-12,2020-12-09,1,suspicious_wallets_synthetic
darknet_market_000177,Darknet Market,184.50693003939062,86.86453746788091,2.4365123115947784,2290,2017-03-04,2020-05-10,1,suspicious_wallets_synthetic
darknet_market_000178,Darknet Market,19.453903263511897,5.527851360148151,1.2070493607875084,1012,2017-08-17,2020-02-15,1,suspicious_wallets_synthetic
darknet_market_000179,Darknet Market,37.85209049674545,1.1011500778996022,1.4909180975352414,447,2017-01-13,2020-07-21,1,suspicious_wallets_synthetic
darknet_market_000180,Darknet Market,87.44379401291202,4.448264430379622,1.8658507941914684,6194,2017-05-26,2020-12-03,1,suspicious_wallets_synthetic
darknet_market_000181,Darknet Market,4.043997544436869,6.077375408166005,1.2482850139686748,2760,2017-01-16,2020-01-26,1,suspicious_wallets_synthetic
darknet_market_000182,Darknet Market,54.71927717108973,1.5708318368301373,0.05820767372805334,5979,2017-09-09,2020-05-26,1,suspicious_wallets_synthetic
darknet_market_000183,Darknet Market,8.130188184114056,8.956323768270032,0.37157869192020365,7656,2017-06-17,2020-09-09,1,suspicious_wallets_synthetic
darknet_market_000184,Darknet Market,3.474993134325138,1.25094310587648,0.664065534021257,2090,2017-02-08,2020-10-02,1,suspicious_wallets_synthetic
darknet_market_000185,Darknet Market,40.716383326990105,21.50011860726935,1.705121909989597,1557,2017-10-25,2020-02-13,1,suspicious_wallets_synthetic
darknet_market_000186,Darknet Market,19.854373135097646,2.86634518257745,0.5458644112755892,323,2017-07-10,2020-09-09,1,suspicious_wallets_synthetic
darknet_market_000187,Darknet Market,20.85055281639383,1.2713142755377635,1.029997257057809,5228,2017-01-10,2020-07-17,1,suspicious_wallets_synthetic
