address,scam_type,total_received_btc,total_sent_btc,balance_btc,transaction_count,first_seen,last_seen,is_scam,dataset_source
ponzi_000020,Ponzi,20.98340654977326,23.17310214743918,0.5336444750210952,2563,2018-12-17,2019-08-23,1,cryptoscam_synthetic
ponzi_000021,Ponzi,73.8030210188047,12.209229508155108,1.6342252679375504,334,2018-02-09,2019-08-09,1,cryptoscam_synthetic
ponzi_000022,Ponzi,5.186517670414671,8.793316574349973,0.33298547521586397,1705,2018-12-20,2019-03-06,1,cryptoscam_synthetic
ponzi_000023,Ponzi,13.918227566851412,5.790147611061883,0.03244560097901447,2521,2018-06-25,2019-10-23,1,cryptoscam_synthetic
ponzi_000024,Ponzi,26.492489933983656,5.3319203259186265,0.9239264702353612,827,2018-11-19,2019-06-06,1,cryptoscam_synthetic
ponzi_000025,Ponzi,19.213723517682592,0.5187221042118709,0.2496465827987288,627,2018-08-07,2019-08-18,1,cryptoscam_synthetic
ponzi_000026,Ponzi,27.08562526929984,4.564106001307452,2.8659323677242954,4490,2018-08-07,2019-06-07,1,cryptoscam_synthetic
ponzi_000027,Ponzi,0.15627190626066556,5.26787530888713,0.056159705300612386,4796,2018-12-16,2019-11-02,1,cryptoscam_synthetic
ponzi_000028,Ponzi,11.953994432814268,8.970619830221779,0.1822446396692978,4990,2018-10-27,2019-12-21,1,cryptoscam_synthetic
ponzi_000029,Ponzi,0.9857349865850744,6.4201992842059,1.3785529792911981,4805,2018-07-07,2019-08-18,1,cryptoscam_synthetic
ponzi_000030,Ponzi,23.116962821182998,15.047911409075919,1.9939287381921929,4306,2018-09-13,2019-05-20,1,cryptoscam_synthetic
ponzi_000031,Ponzi,7.619874922457896,11.923801213765532,0.6303365147786323,1939,2018-06-08,2019-12-24,1,cryptoscam_synthetic
ponzi_000032,Ponzi,14.091254739475545,29.282932565799907,0.8971253322892152,4758,2018-07-18,2019-03-01,1,cryptoscam_synthetic
ponzi_000033,Ponzi,30.078815079412063,16.637339332606796,0.7966704833806697,3738,2018-05-28,2019-07-21,1,cryptoscam_synthetic
ponzi_000034,Ponzi,7.947018434195611,0.8122996525468723,2.65373544227485,3368,2018-12-17,2019-05-15,1,cryptoscam_synthetic
ponzi_000035,Ponzi,39.09243092506456,32.15667905624436,0.7262525228267436,3881,2018-10-14,2019-03-21,1,cryptoscam_synthetic
ponzi_000036,Ponzi,3.815961337604991,3.0949480925922357,0.8446217089905645,948,2018-08-22,2019-01-20,1,cryptoscam_synthetic
ponzi_000037,Ponzi,10.980681946520953,6.680857474379611,1.8283720809852526,2620,2018-12-19,2019-10-14,1,cryptoscam_synthetic
ponzi_000038,Ponzi,12.538250636135155,13.736203607498695,0.7014392099675174,3433,2018-01-14,2019-09-24,1,cryptoscam_synthetic
ponzi_000039,Ponzi,15.370796649512803,5.059356896270444,0.5653681877694141,177,2018-11-19,2019-09-28,1,cryptoscam_synthetic
ponzi_000040,Ponzi,26.321704268766076,2.6072893409299294,0.6938436997691011,4533,2018-02-14,2019-01-26,1,cryptoscam_synthetic
ponzi_000041,Ponzi,17.83365846946421,14.333656590980706,1.7447378385984873,1787,2018-06-12,2019-07-04,1,cryptoscam_synthetic
ponzi_000042,Ponzi,2.631613444124125,10.525555576376766,1.4053966533217774,2186,2018-02-26,2019-05-15,1,cryptoscam_synthetic
ponzi_000043,Ponzi,7.107882972894739,16.067688668821937,0.4147081720185339,2048,2018-04-21,2019-03-12,1,cryptoscam_synthetic
ponzi_000044,Ponzi,2.26300316110676,1.542271089248133,0.8163765271433843,3438,2018-01-16,2019-01-09,1,cryptoscam_synthetic
ponzi_000045,Ponzi,26.10490165565406,16.05675564601895,0.345184088528689,252,2018-09-21,2019-08-26,1,cryptoscam_synthetic
ponzi_000046,Ponzi,15.095609996629618,23.34884961094977,0.1490598577424849,2079,2018-09-02,2019-12-04,1,cryptoscam_synthetic
ponzi_000047,Ponzi,15.123772829276646,18.267579710876177,1.8412577793140794,3812,2018-04-06,2019-03-05,1,cryptoscam_synthetic
ponzi_000048,Ponzi,14.993959201777216,8.932575955989549,0.17155064503841683,4651,2018-12-20,2019-09-15,1,cryptoscam_synthetic
ponzi_000049,Ponzi,12.294461508326783,2.598117713078598,0.4699873348642403,1039,2018-11-25,2019-08-13,1,cryptoscam_synthetic
ponzi_000050,Ponzi,9.267965141138342,33.75640748567776,1.568728442907035,3084,2018-05-28,2019-05-19,1,cryptoscam_synthetic
ponzi_000051,Ponzi,3.2356286252668127,8.597013232317009,0.5017862054015205,307,2018-07-24,2019-04-04,1,cryptoscam_synthetic
ponzi_000052,Ponzi,4.171493660234279,2.450084569027029,1.731823291032113,3483,2018-10-01,2019-07-25,1,cryptoscam_synthetic
ponzi_000053,Ponzi,13.490373608551042,15.270473424190298,0.06304516097832469,2942,2018-11-28,2019-05-03,1,cryptoscam_synthetic
ponzi_000054,Ponzi,10.012938506984522,22.946556211948316,0.972447636878069,1959,2018-12-12,2019-01-22,1,cryptoscam_synthetic
ponzi_000055,Ponzi,18.860128659779846,3.2949207201543764,0.08358882589656327,1622,2018-01-19,2019-09-26,1,cryptoscam_synthetic
ponzi_000056,Ponzi,4.078161154563509,1.2324531917085693,0.46633366841623614,1671,2018-08-02,2019-08-08,1,cryptoscam_synthetic
ponzi_000057,Ponzi,45.68922444331973,7.298047131127607,0.9216011616894498,3587,2018-11-21,2019-05-18,1,cryptoscam_synthetic
ponzi_000058,Ponzi,18.024499172671806,2.0149106940152337,1.0586267488143366,3471,2018-07-11,2019-07-20,1,cryptoscam_synthetic
ponzi_000059,Ponzi,2.1958360404510415,5.0867639867295456,2.0357548927858025,2215,2018-06-09,2019-01-15,1,cryptoscam_synthetic
ponzi_000060,Ponzi,11.642643305997174,9.545533709309591,0.08806553777328316,3739,2018-03-25,2019-02-13,1,cryptoscam_synthetic
ponzi_000061,Ponzi,4.981773216234146,53.40119189638176,0.10233052350556257,1280,2018-03-23,2019-01-18,1,cryptoscam_synthetic
ponzi_000062,Ponzi,14.6341057665026,19.815620967936024,2.3641817017152222,2923,2018-09-25,2019-05-08,1,cryptoscam_synthetic
ponzi_000063,Ponzi,26.372832733039996,8.411165746419027,0.8075392696841015,1280,2018-09-28,2019-03-08,1,cryptoscam_synthetic
ponzi_000064,Ponzi,1.6367665149542483,9.331192514716665,0.30738688626362654,3412,2018-06-16,2019-03-26,1,cryptoscam_synthetic
ponzi_000065,Ponzi,1.91324835679591,17.69543276459916,0.12182128189122811,4071,2018-09-02,2019-04-24,1,cryptoscam_synthetic
ponzi_000066,Ponzi,6.166119582413188,5.758767297468737,0.008906892079470683,823,2018-01-08,2019-09-25,1,cryptoscam_synthetic
ponzi_000067,Ponzi,17.69383793330973,15.817539645709907,2.8811067436630027,4677,2018-11-28,2019-12-04,1,cryptoscam_synthetic
ponzi_000068,Ponzi,21.10253617050076,4.807744758444468,0.7974873431062327,152,2018-12-14,2019-05-25,1,cryptoscam_synthetic
ponzi_000069,Ponzi,15.206205667210659,26.612104249053882,0.7475009310652007,2703,2018-05-17,2019-11-19,1,cryptoscam_synthetic
ponzi_000070,Ponzi,13.304537708574593,3.901338760519937,0.411152263738344,1767,2018-03-13,2019-12-07,1,cryptoscam_synthetic
ponzi_000071,Ponzi,16.04244244578131,41.5641751049817,0.30985666326682276,2231,2018-04-18,2019-10-27,1,cryptoscam_synthetic
ponzi_000072,Ponzi,18.378432050296134,17.388110802078643,2.7039855937700352,992,2018-12-14,2019-09-10,1,cryptoscam_synthetic
ponzi_000073,Ponzi,24.32251059301748,0.014967333554203427,0.7227380637749878,4421,2018-09-16,2019-02-06,1,cryptoscam_synthetic
ponzi_000074,Ponzi,11.54653395763854,0.8337207851198479,0.7827691549724793,1496,2018-10-24,2019-03-12,1,cryptoscam_synthetic
ponzi_000075,Ponzi,4.480474594159675,1.2075899336374647,0.8373142816242257,2129,2018-04-04,2019-05-11,1,cryptoscam_synthetic
ponzi_000076,Ponzi,6.483656028007258,6.5041197453419315,0.17770364776250522,2421,2018-10-27,2019-05-08,1,cryptoscam_synthetic
ponzi_000077,Ponzi,12.215937057152427,0.5196279694812326,4.32690599755559,1821,2018-04-27,2019-05-28,1,cryptoscam_synthetic
ponzi_000078,Ponzi,7.777372973165892,16.338592563141827,0.005965767340854161,1126,2018-02-26,2019-01-13,1,cryptoscam_synthetic
ponzi_000079,Ponzi,3.304823853327461,18.059316570241062,0.7346584432889935,1756,2018-09-10,2019-01-14,1,cryptoscam_synthetic
ponzi_000080,Ponzi,13.785087196894374,1.5370907634666224,0.10035705613394552,2684,2018-06-23,2019-09-15,1,cryptoscam_synthetic
ponzi_000081,Ponzi,31.305733500472222,3.0136817510629768,3.305913506277836,3403,2018-03-23,2019-08-27,1,cryptoscam_synthetic
ponzi_000082,Ponzi,21.529543254423288,11.634770487798114,0.4628379828962199,4101,2018-01-18,2019-01-06,1,cryptoscam_synthetic
ponzi_000083,Ponzi,2.0123357763294942,11.431362886524003,0.06821122006552822,2519,2018-11-27,2019-04-23,1,cryptoscam_synthetic
ponzi_000084,Ponzi,18.254885444605424,8.752454234359114,0.2706312370527341,354,2018-07-15,2019-04-19,1,cryptoscam_synthetic
ponzi_000085,Ponzi,14.775188091410788,12.60992100914535,1.4309951124185325,1299,2018-07-01,2019-01-27,1,cryptoscam_synthetic
ponzi_000086,Ponzi,4.9748403298539055,4.73724263184013,0.23790093244511806,1229,2018-12-20,2019-01-21,1,cryptoscam_synthetic
ponzi_000087,Ponzi,4.679748443239305,17.899669740961578,0.15129872990675935,2613,2018-08-16,2019-05-01,1,cryptoscam_synthetic
ponzi_000088,Ponzi,4.8532000162367686,57.100476704641295,0.5041421153208244,2101,2018-11-27,2019-06-13,1,cryptoscam_synthetic
ponzi_000089,Ponzi,12.598436508895007,17.019018449683376,0.9163180487520601,4379,2018-02-27,2019-10-16,1,cryptoscam_synthetic
ponzi_000090,Ponzi,3.201924360077262,7.275464598641578,0.47305904986281055,1948,2018-09-27,2019-10-27,1,cryptoscam_synthetic
ponzi_000091,Ponzi,10.875666261334057,3.0578051278533174,1.144711990934114,2599,2018-06-18,2019-05-27,1,cryptoscam_synthetic
ponzi_000092,Ponzi,1.6046744077428003,11.090369030959424,2.538208537024569,1360,2018-06-20,2019-01-05,1,cryptoscam_synthetic
ponzi_000093,Ponzi,5.063090217168577,6.108427692293349,0.08982474846059686,3270,2018-11-13,2019-06-21,1,cryptoscam_synthetic
ponzi_000094,Ponzi,3.4104611137552325,26.611873641214952,2.848941996053742,787,2018-03-21,2019-03-02,1,cryptoscam_synthetic
ponzi_000095,Ponzi,1.7779952328774864,1.1871901611443325,0.54305828245544,2796,2018-09-03,2019-11-05,1,cryptoscam_synthetic
ponzi_000096,Ponzi,14.553790333133689,8.204655945312387,3.192978567179989,1524,2018-01-19,2019-05-05,1,cryptoscam_synthetic
ponzi_000097,Ponzi,16.66833091215164,17.15806069526823,2.19919190167276,2775,2018-10-14,2019-11-20,1,cryptoscam_synthetic
ponzi_000098,Ponzi,28.448192509571076,22.79878056315205,0.7992463322310269,2141,2018-10-12,2019-10-12,1,cryptoscam_synthetic
ponzi_000099,Ponzi,10.371982374073829,14.588094093684955,0.5257884593641529,3985,2018-11-23,2019-11-07,1,cryptoscam_synthetic
ponzi_000100,Ponzi,30.809048752827913,11.929663747510318,0.19101979309669204,3343,2018-05-11,2019-08-24,1,cryptoscam_synthetic
ponzi_000101,Ponzi,14.537171454260225,30.0444064433999,1.1981606874113833,3208,2018-08-19,2019-07-11,1,cryptoscam_synthetic
ponzi_000102,Ponzi,10.653677530226952,19.92916145158081,1.1320618263676987,532,2018-06-17,2019-02-28,1,cryptoscam_synthetic
ponzi_000103,Ponzi,11.266710542235323,12.530559398491608,2.202000254885659,3685,2018-09-28,2019-09-11,1,cryptoscam_synthetic
ponzi_000104,Ponzi,14.422498900104813,9.003621593766816,2.915670643358189,2279,2018-09-17,2019-03-07,1,cryptoscam_synthetic
ponzi_000105,Ponzi,3.817245503346861,9.86514275805893,0.030025157282187846,1779,2018-07-09,2019-12-01,1,cryptoscam_synthetic
ponzi_000106,Ponzi,17.294924307201335,9.468056380503683,0.8837815252800346,3967,2018-12-20,2019-06-19,1,cryptoscam_synthetic
ponzi_000107,Ponzi,2.369220666522359,20.70267748018423,2.507860756198611,868,2018-05-18,2019-03-15,1,cryptoscam_synthetic
ponzi_000108,Ponzi,36.76663871107444,7.010029348872877,0.18539722805326184,3055,2018-11-09,2019-08-21,1,cryptoscam_synthetic
ponzi_000109,Ponzi,19.308719264037595,1.0535221307719898,0.31708425066722296,811,2018-04-09,2019-05-06,1,cryptoscam_synthetic
ponzi_000110,Ponzi,12.81746761982552,8.737842304696228,0.07661757258786954,4361,2018-10-10,2019-07-26,1,cryptoscam_synthetic
ponzi_000111,Ponzi,58.85244166057881,40.24767645600066,1.095966980802164,4101,2018-07-07,2019-06-17,1,cryptoscam_synthetic
ponzi_000112,Ponzi,13.795200013237558,2.2313791429744625,1.633165986281096,4474,2018-07-23,2019-04-20,1,cryptoscam_synthetic
ponzi_000113,Ponzi,0.44140550349990826,4.992607280460768,1.2429873157983335,4479,2018-04-15,2019-07-19,1,cryptoscam_synthetic
ponzi_000114,Ponzi,3.560269888632917,15.691566155542198,0.26698665474645483,4250,2018-09-10,2019-03-02,1,cryptoscam_synthetic
ponzi_000115,Ponzi,7.652952900171712,24.642615802293705,0.25405102022222015,4459,2018-09-07,2019-06-10,1,cryptoscam_synthetic
ponzi_000116,Ponzi,20.579677111316556,3.623224776652173,0.8792102772076394,786,2018-06-04,2019-02-01,1,cryptoscam_synthetic
ponzi_000117,Ponzi,1.4029851619352716,7.203732769986657,1.0929009722782135,611,2018-03-23,2019-10-18,1,cryptoscam_synthetic
ponzi_000118,Ponzi,2.100431585539113,4.073795191128518,1.0810012090236902,2023,2018-01-19,2019-11-06,1,cryptoscam_synthetic
ponzi_000119,Ponzi,6.740243521371493,10.80140942364173,1.7512673721962289,2718,2018-02-13,2019-06-12,1,cryptoscam_synthetic
ponzi_000120,Ponzi,10.21154818039736,15.235497793077027,0.02502746979909995,2879,2018-05-16,2019-02-25,1,cryptoscam_synthetic
ponzi_000121,Ponzi,0.05689658211459674,5.179357965128169,1.142827731076834,1344,2018-11-06,2019-01-18,1,cryptoscam_synthetic
ponzi_000122,Ponzi,13.272186544592751,9.933816306360645,0.8981404988381456,4828,2018-05-16,2019-08-02,1,cryptoscam_synthetic
ponzi_000123,Ponzi,18.466001361785015,3.714247739116923,0.6768523143924373,2252,2018-07-25,2019-05-04,1,cryptoscam_synthetic
ponzi_000124,Ponzi,25.525677268822516,0.8330824645271133,1.9887002876345359,4114,2018-08-26,2019-10-19,1,cryptoscam_synthetic
ponzi_000125,Ponzi,45.86113680995678,3.917549147520656,1.5180678993551673,4840,2018-07-27,2019-06-15,1,cryptoscam_synthetic
ponzi_000126,Ponzi,12.767207426771966,10.80946411094502,3.7616322120793324,3978,2018-03-28,2019-11-13,1,cryptoscam_synthetic
ponzi_000127,Ponzi,80.88483628374455,20.832357228186268,0.6430537992792679,808,2018-05-18,2019-12-02,1,cryptoscam_synthetic
ponzi_000128,Ponzi,1.0607257974386792,30.1384616494661,0.37174531555454865,4648,2018-08-02,2019-02-21,1,cryptoscam_synthetic
ponzi_000129,Ponzi,12.549998317567105,9.879305209401515,0.2396583946287128,4909,2018-06-04,2019-06-28,1,cryptoscam_synthetic
ponzi_000130,Ponzi,156.87131431383332,1.3194020415844492,0.7012885639621762,4927,2018-05-15,2019-06-21,1,cryptoscam_synthetic
ponzi_000131,Ponzi,9.460274490870805,33.957805765543796,0.745876436688413,263,2018-05-16,2019-05-07,1,cryptoscam_synthetic
ponzi_000132,Ponzi,2.1050141796863593,14.418007292542002,0.4836326646479813,3244,2018-10-16,2019-01-11,1,cryptoscam_synthetic
ponzi_000133,Ponzi,14.08061678468747,9.18099710819219,0.9943187749841096,3583,2018-02-22,2019-03-23,1,cryptoscam_synthetic
ponzi_000134,Ponzi,14.850825080545597,29.13306729497705,0.7528135952681971,4528,2018-08-13,2019-04-17,1,cryptoscam_synthetic
ponzi_000135,Ponzi,21.721871213124246,6.4986824523409625,0.5601872804939286,4560,2018-04-08,2019-10-21,1,cryptoscam_synthetic
ponzi_000136,Ponzi,32.76874962679743,1.8654291223289101,1.0683237869066913,335,2018-10-10,2019-11-18,1,cryptoscam_synthetic
ponzi_000137,Ponzi,27.855159325201416,9.15283554914091,1.1737304564366444,2596,2018-05-08,2019-08-04,1,cryptoscam_synthetic
ponzi_000138,Ponzi,13.934052527485191,3.178048410183936,1.0377955731778978,780,2018-12-10,2019-05-14,1,cryptoscam_synthetic
ponzi_000139,Ponzi,13.6402792014284,44.69113539578181,0.3984334950170207,4901,2018-11-01,2019-08-26,1,cryptoscam_synthetic
ponzi_000140,Ponzi,3.5132940319206796,0.6358702226390646,0.6230919814263632,105,2018-11-07,2019-10-08,1,cryptoscam_synthetic
ponzi_000141,Ponzi,10.02417940221996,18.2437571190918,0.07006506191278981,3948,2018-06-04,2019-09-04,1,cryptoscam_synthetic
ponzi_000142,Ponzi,2.5005176690545055,60.08227421754952,0.27710494461432483,1062,2018-06-05,2019-07-27,1,cryptoscam_synthetic
ponzi_000143,Ponzi,4.044355282728939,29.879870862511506,1.3590626558792402,1196,2018-06-19,2019-02-23,1,cryptoscam_synthetic
ponzi_000144,Ponzi,9.552180195598583,3.7512230604778707,0.579209681468771,800,2018-01-22,2019-12-01,1,cryptoscam_synthetic
ponzi_000145,Ponzi,1.138334189514285,0.7496779839877001,0.10163305081550511,3271,2018-05-05,2019-11-28,1,cryptoscam_synthetic
ponzi_000146,Ponzi,5.053031877757229,0.17114734893748185,0.46554520321988446,2336,2018-10-28,2019-07-14,1,cryptoscam_synthetic
ponzi_000147,Ponzi,14.437643212504527,0.12406488130219008,0.6371174863995974,4762,2018-09-27,2019-08-13,1,cryptoscam_synthetic
ponzi_000148,Ponzi,3.7778036676349283,9.067824085458636,1.1310996084159437,1923,2018-11-06,2019-12-23,1,cryptoscam_synthetic
ponzi_000149,Ponzi,7.3955107923933205,2.241722813251034,1.0824651525000513,2729,2018-12-28,2019-08-19,1,cryptoscam_synthetic
ponzi_000150,Ponzi,2.0872074347278575,4.021674383739298,1.4658121460731073,567,2018-10-12,2019-04-12,1,cryptoscam_synthetic
ponzi_000151,Ponzi,2.238716087195014,7.797942274978537,0.7188906519519436,1196,2018-05-07,2019-02-24,1,cryptoscam_synthetic
ponzi_000152,Ponzi,6.371179373112012,31.710898521174194,1.5181989750141163,3286,2018-03-12,2019-08-18,1,cryptoscam_synthetic
ponzi_000153,Ponzi,13.150717738123078,0.6256885034607704,1.8216696555772907,4965,2018-07-05,2019-02-15,1,cryptoscam_synthetic
ponzi_000154,Ponzi,6.4476466552988265,30.920813016532023,0.6768753961575046,996,2018-06-14,2019-04-25,1,cryptoscam_synthetic
ponzi_000155,Ponzi,22.877758408359526,15.816605353805246,0.5637695148722033,498,2018-06-17,2019-07-03,1,cryptoscam_synthetic
ponzi_000156,Ponzi,4.542610761401822,4.762478055616732,1.0653708580643884,4877,2018-12-03,2019-01-06,1,cryptoscam_synthetic
ponzi_000157,Ponzi,26.12395449508641,14.4762371753643,0.023698232371497128,567,2018-08-13,2019-04-28,1,cryptoscam_synthetic
ponzi_000158,Ponzi,28.930502387723664,8.41528508959529,1.4529707009497286,4802,2018-04-06,2019-04-15,1,cryptoscam_synthetic
ponzi_000159,Ponzi,23.919843986875872,17.846056296548312,1.3656883627998169,4121,2018-08-05,2019-07-27,1,cryptoscam_synthetic
ponzi_000160,Ponzi,0.515305626205881,1.1068659466754232,0.5229557704747256,4417,2018-03-25,2019-10-11,1,cryptoscam_synthetic
ponzi_000161,Ponzi,6.771138440088354,20.222911947558742,1.1057047349456306,4326,2018-09-28,2019-04-11,1,cryptoscam_synthetic
ponzi_000162,Ponzi,13.148548890154855,56.31264211924238,1.937987130484041,765,2018-07-22,2019-01-26,1,cryptoscam_synthetic
ponzi_000163,Ponzi,3.3654899329305574,5.669040728198303,0.04269529792558686,1242,2018-05-28,2019-11-28,1,cryptoscam_synthetic
ponzi_000164,Ponzi,32.19777570232884,13.848391102392208,1.362919555037308,2205,2018-01-20,2019-11-14,1,cryptoscam_synthetic
ponzi_000165,Ponzi,66.2974560736329,23.981030989061676,0.7063249697139575,2533,2018-05-13,2019-02-18,1,cryptoscam_synthetic
ponzi_000166,Ponzi,53.756988296343984,4.501176342045119,0.29979014392467723,252,2018-10-08,2019-08-02,1,cryptoscam_synthetic
ponzi_000167,Ponzi,6.758349831982164,1.4929279071988635,0.24894768036431,2793,2018-12-27,2019-11-23,1,cryptoscam_synthetic
ponzi_000168,Ponzi,6.961262260721848,6.351906277418576,0.05475596527416778,1189,2018-10-04,2019-09-24,1,cryptoscam_synthetic
ponzi_000169,Ponzi,1.2006505590037404,7.927148126607579,0.02955247136949792,2619,2018-07-22,2019-03-18,1,cryptoscam_synthetic
ponzi_000170,Ponzi,18.997671599748916,9.43356110281268,0.3116453004337002,297,2018-04-01,2019-05-19,1,cryptoscam_synthetic
ponzi_000171,Ponzi,1.2882985750689648,16.418586678481994,4.359376539954355,4812,2018-09-20,2019-05-21,1,cryptoscam_synthetic
ponzi_000172,Ponzi,4.0410398739873505,13.268332233624076,4.215722805141416,913,2018-10-04,2019-08-19,1,cryptoscam_synthetic
ponzi_000173,Ponzi,18.033925499114456,1.6980937904144946,2.274363689229761,582,2018-03-21,2019-02-04,1,cryptoscam_synthetic
ponzi_000174,Ponzi,7.752538344829462,3.651019511613393,0.5415736312253177,1602,2018-08-15,2019-02-20,1,cryptoscam_synthetic
ponzi_000175,Ponzi,0.9725493868058173,1.3467395928756971,1.0652908365123694,881,2018-06-18,2019-05-21,1,cryptoscam_synthetic
ponzi_000176,Ponzi,17.25958364357588,1.1768515940396214,1.9031769014504256,3449,2018-02-14,2019-10-22,1,cryptoscam_synthetic
ponzi_000177,Ponzi,14.39761630182865,3.3930003852721913,0.18503961025782276,2567,2018-11-09,2019-08-17,1,cryptoscam_synthetic
ponzi_000178,Ponzi,0.40445436490232023,2.7304761545055265,2.3482109585264577,492,2018-04-08,2019-01-17,1,cryptoscam_synthetic
ponzi_000179,Ponzi,1.2933729567840435,21.648856194156306,0.46222031354531634,4702,2018-01-02,2019-12-05,1,cryptoscam_synthetic
ponzi_000180,Ponzi,45.88438414924481,26.028492373066253,0.8381562462347646,3055,2018-07-07,2019-02-20,1,cryptoscam_synthetic
ponzi_000181,Ponzi,9.80194904876803,2.7166390800845615,0.9319311549009307,1717,2018-06-18,2019-09-05,1,cryptoscam_synthetic
ponzi_000182,Ponzi,1.229045617769073,11.963610525553728,3.2032231923585353,3969,2018-11-13,2019-03-04,1,cryptoscam_synthetic
ponzi_000183,Ponzi,22.553971674480003,18.600521265903186,0.630446759085382,473,2018-01-28,2019-06-05,1,cryptoscam_synthetic
ponzi_000184,Ponzi,26.9156664348946,9.16236993650301,0.020988499893264078,4405,2018-12-01,2019-07-05,1,cryptoscam_synthetic
ponzi_000185,Ponzi,4.256369888122955,7.187260657262432,0.21377333220337436,4991,2018-07-26,2019-12-05,1,cryptoscam_synthetic
ponzi_000186,Ponzi,1.0776333333277948,63.722886453382216,0.2942468866062884,1054,2018-12-11,2019-09-14,1,cryptoscam_synthetic
ponzi_000187,Ponzi,5.84268242967164,0.8448398212752325,1.1420588648397785,1123,2018-05-04,2019-12-07,1,cryptoscam_synthetic
ponzi_000188,Ponzi,22.755722959644913,29.536410866212286,0.8037275825456895,393,2018-07-02,2019-08-15,1,cryptoscam_synthetic
ponzi_000189,Ponzi,3.5451872754305223,13.828991544138438,0.09525402421682966,1959,2018-08-12,2019-06-23,1,cryptoscam_synthetic
ponzi_000190,Ponzi,10.544523332824902,13.499018277260646,1.3992226543072954,3582,2018-12-21,2019-04-07,1,cryptoscam_synthetic
ponzi_000191,Ponzi,3.9656899887546517,2.8104422069380854,0.5500056770307129,764,2018-04-23,2019-04-02,1,cryptoscam_synthetic
ponzi_000192,Ponzi,10.611715406961574,4.749241351405313,2.006832676926368,3324,2018-01-27,2019-09-17,1,cryptoscam_synthetic
ponzi_000193,Ponzi,9.625430375738233,45.04079833345545,1.3955659064297778,4452,2018-03-23,2019-07-14,1,cryptoscam_synthetic
ponzi_000194,Ponzi,21.21309728360331,2.8199964754526294,0.08847030697008626,3538,2018-06-05,2019-08-04,1,cryptoscam_synthetic
ponzi_000195,Ponzi,9.256603321736925,17.583197955551164,0.046934711769515185,2960,2018-10-28,2019-03-14,1,cryptoscam_synthetic
ponzi_000196,Ponzi,3.912748907305614,1.7191839037666894,0.48976784133676976,2952,2018-03-13,2019-08-26,1,cryptoscam_synthetic
ponzi_000197,Ponzi,15.248475152551102,2.0054923492762504,1.5410465365252974,1339,2018-04-18,2019-11-23,1,cryptoscam_synthetic
