txId,time_step,amount,fee,input_count,output_count,total_received,total_sent,balance,transaction_count,class,dataset_source
tx_000019,41,1.8708869369849834,0.0015324351172466913,2,7,2.848804851218075,0.31698244400952286,0.6092863155974999,18,0,elliptic_synthetic
tx_000020,20,0.2503211947271204,0.00046078270719699754,3,6,2.138904164729625,1.6225817505153544,0.03674625559274129,45,0,elliptic_synthetic
tx_000021,37,0.05713946820841952,0.00015801739220910478,3,1,4.397023523861152,0.07074880438945388,0.23704393017157502,12,0,elliptic_synthetic
tx_000022,1,0.5441236552754125,0.0012391503928584774,1,1,1.9321471679779572,6.5617546892595895,0.49137216319154764,58,0,elliptic_synthetic
tx_000023,42,0.20008008013197492,0.00044414835910434983,3,2,1.5935200129970621,0.1697024370838649,0.285898970934778,34,0,elliptic_synthetic
tx_000024,15,0.25393960650758984,0.0001405196411758735,2,7,2.0231164132151522,3.5532216158543433,0.01636497488774741,77,0,elliptic_synthetic
tx_000025,36,0.5836008300625335,0.00019506077369440685,3,7,4.024014353791156,2.5737541088963343,0.09451092339627762,99,0,elliptic_synthetic
tx_000026,13,0.16143028795653389,0.00010289663345059558,2,6,0.013028161306598734,0.06467998919150586,0.1470004480301018,35,0,elliptic_synthetic
tx_000027,3,0.46598542515798685,8.940506554050147e-05,3,5,0.2929870407159525,0.27540618435013947,0.4689902260781367,19,0,elliptic_synthetic
tx_000028,1,0.6341667594665082,0.0002544248498030536,2,7,5.183531704890244,1.885949645619814,2.0361290420924694,97,0,elliptic_synthetic
tx_000029,8,2.8027868824272466,0.0006024599803506966,2,2,0.27269941585551216,4.923687013486719,0.247968827535184,66,0,elliptic_synthetic
tx_000030,22,0.18622794526303665,0.0009871036782371646,2,2,0.46615185442694934,2.1213508005350317,0.18672121486762355,49,0,elliptic_synthetic
tx_000031,2,0.09145914474516931,0.00033561126005445636,3,4,1.2088341217501957,4.948823489655716,0.2965115815691738,94,0,elliptic_synthetic
tx_000032,12,0.2654205852789617,0.0010840864887411794,2,5,1.0794206790084437,2.0368504892092876,0.34931962929103927,17,0,elliptic_synthetic
tx_000033,42,0.42861251154678104,0.002016593420117369,2,7,1.1184876098150554,2.564722536513833,0.17019727553153172,78,0,elliptic_synthetic
tx_000034,39,1.2499792627845439,0.0012061992511578745,4,3,5.5072446459349305,0.22891993698658022,0.29425932906650937,57,0,elliptic_synthetic
tx_000035,41,1.2759246895533445,8.721913202466088e-06,3,2,1.2349887809062756,0.5422665141053389,0.010484531561153514,45,0,elliptic_synthetic
tx_000036,47,0.0020331895805902576,0.00034171330226938373,2,5,2.0062601293470026,1.5511270567019269,0.6041885393684584,20,0,elliptic_synthetic
tx_000037,39,0.2696053567345595,0.0004110165294503825,3,7,6.295099590093521,0.2746926697283544,0.012085024970845052,25,0,elliptic_synthetic
tx_000038,45,0.7026190494822786,0.0006134069057854535,3,3,0.42061431962873513,0.06955308452917641,0.08257906708389293,33,0,elliptic_synthetic
tx_000039,22,0.5146800256421318,0.0027168804231775885,3,6,5.477524783555314,1.3168815856561302,0.5439074771783088,67,0,elliptic_synthetic
tx_000040,32,0.6512611620668896,0.0002947905749697285,3,5,5.519399100302988,6.3118755441864405,0.06993109848621182,55,0,elliptic_synthetic
tx_000041,17,0.29444326721859476,0.00027196585555511123,1,5,0.0725043537805564,1.1821146757636962,0.2913664983357079,33,0,elliptic_synthetic
tx_000042,15,0.4574552956075086,0.001525817606927337,4,3,0.3460105113645531,0.23888254305188988,0.6563371706934004,24,0,elliptic_synthetic
tx_000043,13,0.1344366210262273,2.147553948509457e-05,4,1,3.645815378673698,0.07206477059503641,0.17948167471788212,5,0,elliptic_synthetic
tx_000044,40,0.3576666234335626,7.999514711340174e-05,1,1,0.021819732955641463,0.6820878380510259,1.0609865046383595,32,0,elliptic_synthetic
tx_000045,44,0.3097219319037964,0.0005730689250577342,2,4,3.606654726080674,1.3951099026313911,0.23727041507297053,51,0,elliptic_synthetic
tx_000046,14,0.4145849464319173,0.00020308753278602224,2,3,0.9891803790071088,4.852039418102153,0.22308780248568863,48,0,elliptic_synthetic
tx_000047,43,0.6820832974692924,0.0009169129555067207,1,3,0.9473928903349457,0.4546554501071245,0.11263682389821442,88,0,elliptic_synthetic
tx_000048,14,0.348448941223447,0.00035887906209509056,3,2,4.526744302619403,0.12824119408668702,0.7235668262730697,60,0,elliptic_synthetic
tx_000049,29,0.8779470370604677,2.648661078647067e-05,4,6,9.114174710864406,3.6554314081399593,0.2142517265637678,56,0,elliptic_synthetic
tx_000050,2,0.22527878711830693,0.0005857682648729084,3,1,1.814816360458271,1.704752809353254,0.39655105784540534,75,0,elliptic_synthetic
tx_000051,6,0.08827288648254714,0.004951075712747743,2,2,0.34540174977552546,1.4640882228717595,0.24646245624905008,62,0,elliptic_synthetic
tx_000052,1,1.6480735878198165,0.0007856393118646577,2,7,4.277372280090694,1.197752781602468,0.021651618192154862,31,0,elliptic_synthetic
tx_000053,1,0.2690167375528111,0.0002950064443595739,4,3,2.5427685194072294,1.0393138185681317,1.4583534348961649,47,0,elliptic_synthetic
tx_000054,41,0.17823738044656434,0.0003645037817018095,2,4,5.0709396893450345,2.0688198889879637,0.08686441757077369,27,0,elliptic_synthetic
tx_000055,18,0.2657767379873961,0.0001955503197618339,4,7,0.6231974318909198,1.9705740994552625,0.215708447334519,50,0,elliptic_synthetic
tx_000056,34,0.11031417237630015,8.352048386647992e-05,4,1,5.210453805515422,1.9749167546468263,0.55559343953864,40,0,elliptic_synthetic
tx_000057,22,0.7061508208141464,0.0008008770224823245,3,6,2.628550628831556,1.7780124415073055,0.23610058470515569,52,0,elliptic_synthetic
tx_000058,43,0.17972310205841305,0.0006186859770424706,1,3,0.8434498604853325,4.565810087317167,0.02885417072501107,53,0,elliptic_synthetic
tx_000059,48,0.0736904796216287,0.00044722027798079714,1,2,0.7454678120818131,1.5179422254203698,0.36411975076500847,14,0,elliptic_synthetic
tx_000060,9,0.9171828128232163,0.0011105066826873572,1,4,1.79349151058926,0.8486965141065504,0.21361643655043755,34,0,elliptic_synthetic
tx_000061,23,0.2278565291564292,0.0008184066084717368,4,1,3.6084609866645927,2.1674094933029373,0.4070865390197485,79,0,elliptic_synthetic
tx_000062,3,0.08333194866607029,0.0011935763940267188,2,6,0.15187840223713675,5.923357907872123,0.30704800155403217,76,0,elliptic_synthetic
tx_000063,28,0.07597392326359234,0.0009988899170464498,3,2,1.9264296443896562,1.356496450739643,0.1871619747292193,16,0,elliptic_synthetic
tx_000064,11,0.18649214541458684,0.0011209878899437363,1,5,2.146342647182111,3.2168337937154114,0.3747635561834456,66,0,elliptic_synthetic
tx_000065,6,1.186405438809971,0.0013757204805602838,4,3,0.16275540475167716,0.14351347901933698,0.12299655445675836,11,0,elliptic_synthetic
tx_000066,29,0.38658264813269216,0.0034033074240213805,2,6,0.7868527689132747,0.005817546904477829,0.007700027291406302,12,0,elliptic_synthetic
tx_000067,21,1.0576153999175806,0.00021399815403951098,1,3,0.1263934209534484,0.8700913619241651,0.550648542977891,40,0,elliptic_synthetic
tx_000068,11,0.17499989804477262,0.0003516647604387612,2,4,0.46211159808656205,0.7306843602670597,0.8165103985417065,53,0,elliptic_synthetic
tx_000069,4,0.11501929520505685,0.0005362013315507659,4,3,0.9514632386571431,1.7129432391164623,0.6844858748226911,44,0,elliptic_synthetic
tx_000070,17,0.3550941635046296,0.000860459706368769,2,2,5.007066611463523,0.5641179843453371,0.4634132456376791,20,0,elliptic_synthetic
tx_000071,6,0.6704462439974571,0.00027210294938306986,4,7,4.541637844167339,0.31911574084433697,0.30209203872646123,79,0,elliptic_synthetic
tx_000072,48,0.28842467999459015,0.002714652910157542,3,5,2.2981205555554185,0.42369037928327197,0.5823238972049689,77,0,elliptic_synthetic
tx_000073,36,0.06493376742840525,0.000797025749589465,2,1,0.12068761794108035,0.6197910623828556,0.008177581241530816,16,0,elliptic_synthetic
tx_000074,28,0.054476551796947194,0.0007555684498965554,1,4,2.16491541163211,2.9239973860591104,0.5793401126833833,97,0,elliptic_synthetic
tx_000075,41,0.742825444117565,0.0005306387218965429,3,7,1.3601013019563621,0.03526071365006416,0.3419606515558286,21,0,elliptic_synthetic
tx_000076,16,0.64423536459127,0.000264430774995266,3,3,0.345083211310405,0.22694629973984012,0.5097259912867926,85,0,elliptic_synthetic
tx_000077,19,0.7899497791016178,0.00046758216792667546,3,4,1.4488090769473363,3.513667158974365,0.4963526306445417,24,0,elliptic_synthetic
tx_000078,42,0.743146213374399,0.00011261350832350684,3,4,0.7961722612879023,0.30756276516299125,0.12824407976633923,25,0,elliptic_synthetic
tx_000079,48,0.03359305852439878,0.001028856089502111,1,3,3.040710065817194,0.14760631652114703,0.009746164908660647,14,0,elliptic_synthetic
tx_000080,45,0.6944174481085283,0.00043885470799420127,1,2,6.567548448015376,1.7021751534900746,0.03590307665737424,60,0,elliptic_synthetic
tx_000081,23,0.1481095705269453,0.00014217228689156764,3,6,8.96110244724404,0.020724615497669782,0.409606040696236,3,0,elliptic_synthetic
tx_000082,40,0.09640058166206238,0.00283568981095408,3,1,3.9818100539304644,0.20188035730690881,0.24230986228390022,15,0,elliptic_synthetic
tx_000083,25,1.7982904834180111,0.0007123545278558525,2,7,1.8829903295583388,2.9436542286257614,0.17601245065632407,40,0,elliptic_synthetic
tx_000084,1,1.1199867996668293,0.0024935633694118113,4,7,1.1730532940859901,0.12686524231896779,0.31100622285806423,3,0,elliptic_synthetic
tx_000085,21,1.4687638714947353,0.0011043112151342025,4,2,2.314991322334632,5.590747767130718,0.22450808053533033,41,0,elliptic_synthetic
tx_000086,35,0.14648720843250135,0.00029672151872895894,2,7,1.9731858257573982,0.29457701792815766,0.30834249798533103,18,0,elliptic_synthetic
tx_000087,19,1.031538833494671,0.0006084363238758973,2,7,1.4156588911742638,2.9771835640774333,0.6012242395814694,54,0,elliptic_synthetic
tx_000088,4,0.1568010287702083,0.00010742681445336225,4,4,0.6693825897232383,1.7008098812480623,0.19303866741797493,48,0,elliptic_synthetic
tx_000089,27,1.0706031270453278,0.0005750258650656702,2,6,0.7399545918931898,0.019223553141748142,0.0077253530474507255,70,0,elliptic_synthetic
tx_000090,23,0.01753363410607627,0.0014874234867991484,4,1,0.421723614537191,0.16084453950580202,0.18846621730344884,6,0,elliptic_synthetic
tx_000091,6,0.6223612548243955,0.0016560898269551761,2,7,0.04310996399698435,1.2791840538358914,0.002980693996042429,66,0,elliptic_synthetic
tx_000092,35,0.14198694692820735,0.0008019448327470506,3,5,0.0917176600958435,3.3993839376591724,0.19351469259802206,3,0,elliptic_synthetic
tx_000093,34,0.1458099876900279,0.00039912133904016167,4,1,9.058452452194752,1.5396050359714155,0.4717466339239606,75,0,elliptic_synthetic
tx_000094,11,0.08778106351738205,6.239477285299942e-05,3,5,0.5419221900064323,0.49698819400200533,0.8260444391389825,93,0,elliptic_synthetic
tx_000095,48,0.8338822643720445,0.0018079867379460323,2,4,1.1200037018822744,1.552211020871716,0.11317761348678369,15,0,elliptic_synthetic
tx_000096,14,0.8807302628409456,0.0015533567400564747,2,2,0.08441354756722838,0.09942220055435916,0.021788283459697622,88,0,elliptic_synthetic
tx_000097,3,0.7773358152590448,0.0012956376398222567,4,5,2.4953413017822035,0.5590092564802958,0.8317791570705366,26,0,elliptic_synthetic
tx_000098,35,0.7524471783031129,0.000568758184882724,1,5,3.2741985371913174,0.39937163736951836,0.24097628295322068,65,0,elliptic_synthetic
tx_000099,4,0.005356069847506782,0.0010056368018131548,3,2,4.233287737474589,3.828781888613504,0.39917377765832407,65,0,elliptic_synthetic
tx_000100,5,0.10450288533825841,0.0023025768574877147,4,1,3.9395383612968606,0.6449974055362167,0.2604282153640781,75,0,elliptic_synthetic
tx_000101,8,0.04250074864770034,0.0005886357070509183,4,6,2.907117037104352,0.4887349775161216,0.0042043406166360165,50,0,elliptic_synthetic
tx_000102,13,0.48838877569476485,0.00011324944664260236,2,2,0.016356934125075093,2.789385333491841,0.4414933691926432,26,0,elliptic_synthetic
tx_000103,40,0.029215794063552757,0.0005516273299857981,1,2,1.973604715215897,3.1991404495875186,0.159646524566034,46,0,elliptic_synthetic
tx_000104,31,0.33196075436930705,0.00014177431787040174,2,6,0.37965320182490303,3.6083725373102937,0.13793352446937168,84,0,elliptic_synthetic
tx_000105,16,0.6207438214595166,0.0010779927543886514,4,2,3.039743812441733,0.005800207937275046,1.022107868320196,8,0,elliptic_synthetic
tx_000106,41,0.4293172167812538,0.0027554972658489787,1,4,0.4133776927697412,1.9333241182799872,0.002343379323928294,11,0,elliptic_synthetic
tx_000107,17,0.0988496131789937,0.0002877587474639721,2,2,0.8667736288109249,0.04812247036364395,0.4014484386718548,71,0,elliptic_synthetic
tx_000108,35,0.1316724139114762,0.0012041307330809986,3,1,2.9493350836967713,0.6012423764449991,0.7318807261512151,26,0,elliptic_synthetic
tx_000109,33,0.3940242727708056,0.001104485050410627,4,1,1.5413692116084805,0.27770920760559137,0.10252171798309154,27,0,elliptic_synthetic
tx_000110,33,0.6336245851105026,0.0001118176594697753,2,3,0.4501520518820409,2.3171491822490613,0.015186607506120876,6,0,elliptic_synthetic
tx_000111,41,0.24511073810003073,0.000600068164772132,1,5,1.6292181564997166,0.10995868676456283,0.03691568329996227,4,0,elliptic_synthetic
tx_000112,9,0.7631370078572584,0.00010192309123878467,1,7,1.0871832472585163,5.535468643734096,0.10250835038739965,8,0,elliptic_synthetic
tx_000113,14,0.2507940684053141,1.0457194115779196e-06,1,7,0.31369858010474255,0.6788592823634866,0.06020362288324078,92,0,elliptic_synthetic
tx_000114,40,0.6349796466429339,0.0005484997145983816,3,5,4.734540901361889,0.007904277024791849,0.010664774155222878,61,0,elliptic_synthetic
tx_000115,24,0.4242559906762707,0.0015563294437089812,2,1,2.323472685814964,3.3427996359446186,0.48812595752885674,24,0,elliptic_synthetic
tx_000116,24,0.2410132611729222,0.0009337398459195523,3,7,7.788308020761489,4.331345050758043,0.20356684322398663,64,0,elliptic_synthetic
tx_000117,37,0.21841312227730914,0.0037391118103736565,2,5,1.4912454782718836,2.786232591370001,0.22943853218988644,21,0,elliptic_synthetic
tx_000118,15,0.2665787828849081,2.8152253331777225e-05,2,5,1.4701227334309868,2.3274071109792507,0.025966027462739853,63,0,elliptic_synthetic
tx_000119,26,0.0009577511608912558,0.0019164566011650131,2,1,6.981092235314317,0.34483872780075026,0.26196572484827185,50,0,elliptic_synthetic
tx_000120,41,0.5869121420085553,0.0035589919527283997,2,7,1.1790753809236356,0.4792855541600264,0.5156442017634236,20,0,elliptic_synthetic
tx_000121,37,0.9983041771187581,0.0002576356876329074,4,6,2.8213414806062302,0.04240031946671213,0.13929074030139343,25,0,elliptic_synthetic
tx_000122,32,0.15132513844945894,9.989945174019961e-05,3,6,1.8001713672694646,1.6117619219293975,0.16367938141138233,57,0,elliptic_synthetic
tx_000123,16,0.7805369416822115,0.0036639312938893964,2,1,0.5312403670005126,2.8108723716727337,0.6606808033261532,92,0,elliptic_synthetic
tx_000124,39,0.42446837476600513,0.0011239492889327306,2,3,3.0194163467984265,3.375310856008006,0.19580149199666871,11,0,elliptic_synthetic
tx_000125,23,0.9774336410227613,0.002339296323064839,1,6,2.960120382200654,1.2813170840425647,0.004990814972295812,60,0,elliptic_synthetic
tx_000126,9,0.18985331834611652,6.123941838706021e-05,2,1,0.4741709190911599,0.9392304397624939,0.7721619462710533,2,0,elliptic_synthetic
tx_000127,26,0.26327077685984634,0.000614319313013285,3,6,1.1369904891565843,0.5438375261949523,0.4432262268626842,95,0,elliptic_synthetic
tx_000128,20,0.2562048474895076,0.00016924533910415672,1,2,0.0012701648555389175,0.09497152622102617,0.33863271273182277,96,0,elliptic_synthetic
tx_000129,5,0.769477934677952,0.001003760243325817,3,2,4.529637736363652,2.2880178469765875,0.10170593130272201,69,0,elliptic_synthetic
tx_000130,1,1.0469003436666313,0.0011929631796155154,3,7,0.20638713460606975,2.817723722110434,0.43145431407772245,47,0,elliptic_synthetic
tx_000131,32,1.3370124881495773,0.0007619390956793694,1,7,4.328261168540041,1.0053620039800026,0.3413667835345188,64,0,elliptic_synthetic
tx_000132,24,0.1015749267224841,0.0005818573889448762,1,5,7.864561967069588,0.43754359894580064,0.01689163402777349,90,0,elliptic_synthetic
tx_000133,25,0.13422870340117163,0.002220686521965518,3,4,4.203399641958741,1.051334310066207,0.49655211635805274,29,0,elliptic_synthetic
tx_000134,8,0.4090393655396186,0.0008808016115253713,1,4,0.5559715775778586,1.744473973363493,0.7298056948308363,7,0,elliptic_synthetic
tx_000135,7,0.3143094387486113,0.0003058094568776589,3,3,1.563914453777065,2.247393871452805,0.07896402750990385,59,0,elliptic_synthetic
tx_000136,34,0.29281001834852394,0.0037902864202942004,3,2,1.367689044718564,3.898340149918008,0.6958129423974565,18,0,elliptic_synthetic
tx_000137,2,0.5469825011628934,0.0003688948982080106,1,3,5.5694057983941665,0.3226128157997631,0.02258375780371853,31,0,elliptic_synthetic
tx_000138,17,0.37905405934232844,0.00045727503511417284,2,6,0.6564745262298138,1.927931905523061,0.2130950378405597,90,0,elliptic_synthetic
tx_000139,19,0.8181920777554125,0.00022799488002330935,2,5,7.536098163332748,0.8734883141428426,0.09172463576443331,65,0,elliptic_synthetic
tx_000140,11,0.11436676249841254,0.002822896286620151,2,7,3.5184391019840047,0.05544586061319684,0.7948642713454648,56,0,elliptic_synthetic
tx_000141,38,0.2819024380718878,0.0020546186642244925,3,6,1.3152951278676779,0.45362005099706604,0.11759067564982231,72,0,elliptic_synthetic
tx_000142,18,0.5255004763446117,0.004860402655349257,1,1,2.6285848446700273,0.18101248168544007,0.10996411973202093,10,0,elliptic_synthetic
tx_000143,42,0.5627208751790093,0.0003095190316899877,4,6,0.5341763413015405,1.8274892429330756,0.028930456375777652,7,0,elliptic_synthetic
tx_000144,33,0.3471232481779918,0.0005824128845201322,3,1,5.139839485193245,4.647708210188557,0.8023426610495831,37,0,elliptic_synthetic
tx_000145,17,0.6303034872007949,8.220000931695292e-05,4,2,0.8263268661233825,1.6360531632556519,0.6113669272308326,28,0,elliptic_synthetic
tx_000146,14,0.09231399316064452,0.0006452187663295794,4,2,0.09808670749098593,3.7748733817191282,0.07566075724133654,3,0,elliptic_synthetic
tx_000147,16,0.9596818463482665,0.0004353338509328149,4,4,1.4112114445032384,1.0412561413015755,0.15712542294644402,83,0,elliptic_synthetic
tx_000148,47,0.19275754081218008,0.0010617660370867848,4,2,0.7469313859652591,5.278517280905213,0.0092987554422126,87,0,elliptic_synthetic
tx_000149,15,0.7528915907563088,0.0008320746350495919,3,1,0.3136911292271308,3.6104237364307683,0.374716729434788,98,0,elliptic_synthetic
tx_000150,6,2.5617395672207937,0.0009815325186573816,3,2,0.6929608411551238,0.3680117600347661,0.11143450844928707,17,0,elliptic_synthetic
tx_000151,3,0.3663850507549397,0.0006274232820283505,1,1,2.7881290453749497,1.1626154955065255,0.05032076555726293,93,0,elliptic_synthetic
tx_000152,4,0.8973083541714097,0.00019517058945975031,2,2,3.3819523803643867,0.16147566736722885,0.23776334262574114,8,0,elliptic_synthetic
tx_000153,43,0.9765507822494126,7.14443180073739e-05,1,7,3.3891114018852715,1.120627832675776,0.1379021199650999,26,0,elliptic_synthetic
tx_000154,42,1.7158658079384421,0.001751502933661881,4,6,0.7285257675980228,0.7153892162714899,0.2630636927911286,96,0,elliptic_synthetic
tx_000155,27,0.5451171581181921,0.0011524318024220119,1,1,2.1495992240097057,0.36043967374261543,0.13162439762518335,13,0,elliptic_synthetic
tx_000156,39,1.378506399800343,0.0007214904835651097,1,2,0.18090898857003554,3.2981212897563825,0.4061899209169732,29,0,elliptic_synthetic
tx_000157,26,0.020526755336242215,3.118514207424048e-05,4,5,3.7732049877380005,0.9467069209409056,0.1444209953572402,96,0,elliptic_synthetic
tx_000158,23,0.4836374401021652,0.007405305338989543,4,6,1.8898821167593038,0.3453853482222318,0.1032822448502597,93,0,elliptic_synthetic
tx_000159,10,0.36299912900273085,0.0014606634464635671,1,1,0.4716993674479002,3.8070439769653435,0.27332220260657814,50,0,elliptic_synthetic
tx_000160,7,0.8394561483529023,0.0023367256368372457,2,6,9.748844962903885,3.7687581713810134,0.6622497765823706,21,0,elliptic_synthetic
tx_000161,17,0.009446097813062364,0.00012795837955719948,1,6,0.5635588195204545,6.7867688110639985,0.03881931193003884,79,0,elliptic_synthetic
tx_000162,8,0.17267893920370933,0.0005559302378576147,1,3,0.23173146760864788,2.7327736956759545,0.024145286773869935,42,0,elliptic_synthetic
tx_000163,35,0.22229047350951311,0.0003972455472108092,3,5,0.502767879392022,0.4548691826863035,0.33923693626518536,32,0,elliptic_synthetic
tx_000164,30,0.9799349138677954,0.0007356692141351388,1,1,1.4529470012217884,1.3768615318098112,0.007056037622974924,49,0,elliptic_synthetic
tx_000165,14,0.41339044199935787,0.0005303640230204558,4,7,1.3179509888260637,0.20113140809761643,0.36897397145273875,58,0,elliptic_synthetic
tx_000166,27,1.0786281746495436,0.00023414657902678587,1,2,2.149114720160559,0.48355782703444283,0.05605377354751002,99,0,elliptic_synthetic
tx_000167,46,1.4793404739191944,0.003397548616893163,4,4,0.8847621715695128,2.252314925774381,0.017074842309083398,79,0,elliptic_synthetic
tx_000168,35,1.7726358327840963,0.0005271770971183479,2,5,5.950519145620035,0.43483204337015724,0.29018838109233774,57,0,elliptic_synthetic
tx_000169,36,0.30817497208619443,0.0004428036563184283,2,3,0.3145005651215498,2.104121027834796,0.4224646938911922,70,0,elliptic_synthetic
tx_000170,20,0.17328054386712494,0.0009619754908333372,2,3,0.749325025801308,0.25725420147792505,0.7659430513953619,64,0,elliptic_synthetic
tx_000171,19,0.5399876790548631,9.38313228347651e-06,3,2,1.4714748749358093,2.8938679786162713,0.4641039396897262,41,0,elliptic_synthetic
tx_000172,27,0.011531545266277076,0.001075074171284509,4,7,0.49684441167253424,2.642900116309472,0.02813641678670832,18,0,elliptic_synthetic
tx_000173,34,0.4542982125564937,0.0005308998501464573,3,3,4.2316043648037525,7.008578129156296,1.3718958053626917,4,0,elliptic_synthetic
tx_000174,4,0.16092555808421813,0.0028267206780229906,1,3,0.7337783869610589,1.3604801319900444,0.34029192415722215,48,0,elliptic_synthetic
tx_000175,39,0.2631359072874973,0.00039541358342516094,2,5,2.2767784623947875,1.3083373288623295,0.033573063561404264,63,0,elliptic_synthetic
tx_000176,33,0.07758038952906587,0.00037903508026705863,1,1,0.47082273060195645,1.311779743785579,0.2319943489925352,36,0,elliptic_synthetic
tx_000177,48,0.0906883571386831,0.003111152697880921,1,1,1.7866395684982865,2.717111221807306,0.1430262548799241,83,0,elliptic_synthetic
tx_000178,17,0.40918715103482944,0.0002353884878756897,1,7,0.6283868549821988,4.631971601622825,0.24583202343675103,65,0,elliptic_synthetic
tx_000179,27,0.41694154304849934,0.0015010108620268799,3,3,1.8084004473365207,0.16742784812027744,0.04870505878555661,65,0,elliptic_synthetic
tx_000180,4,0.9543914288617605,0.002658069191906154,4,3,0.4124920875385549,0.8047319322155342,0.19083270411853262,74,0,elliptic_synthetic
tx_000181,44,0.010660751680373944,0.0011470649913582847,4,1,0.5832245064413714,1.455253570156262,0.20872903232832923,20,0,elliptic_synthetic
tx_000182,13,0.09460187734205702,0.0015824489894649492,3,7,1.7330282631999947,1.8542862701123923,0.19718519149661423,69,0,elliptic_synthetic
tx_000183,5,0.9114486466401966,0.0005994960909212653,2,6,0.07455773903758431,1.1339379215968317,0.013179884523947005,44,0,elliptic_synthetic
tx_000184,34,0.9116995737947693,0.0007657118049537794,3,6,1.1365259549945226,5.63710627896687,0.2606616016304509,3,0,elliptic_synthetic
tx_000185,43,0.8112760797879079,0.0006822774268218511,2,2,2.9220545456070672,3.3439185001684946,0.0802791705075638,13,0,elliptic_synthetic
tx_000186,34,0.1656623818513027,0.0018415560469943093,2,7,4.015359914714146,3.7241214893994257,0.06552579887585383,41,0,elliptic_synthetic
tx_000187,47,0.15116696790070186,0.0024110359843584677,4,4,0.2568416473916964,1.582705532356252,0.020650742599360988,37,0,elliptic_synthetic
tx_000188,23,1.096029579688662,0.0006993155631822314,2,1,0.866643504769368,0.6594647376170494,0.015810178756408968,32,0,elliptic_synthetic
tx_000189,48,0.24544886649544234,7.35743349947242e-05,4,5,0.4654558560449178,0.026142300183424894,0.5999798387666084,61,0,elliptic_synthetic
tx_000190,10,0.11458054940053604,0.0005601209680442929,3,3,2.069453377086831,3.6642662080037147,0.29865310971308767,99,0,elliptic_synthetic
tx_000191,8,0.09776769198320437,0.0022641818200582467,3,5,1.6932573804194575,1.0424789309568787,0.11021861157079038,44,0,elliptic_synthetic
tx_000192,9,1.2232861014839598,0.0011999681765815294,2,7,2.9895462428243804,0.3455798365945159,0.2556852526529457,17,0,elliptic_synthetic
tx_000193,8,0.6533319277057698,0.0015059040985472042,4,5,0.7585835309704386,0.16910836521219655,0.05103044996822215,5,0,elliptic_synthetic
